A	Coef.REF - HET	Coef.REF - KO	Coef.REF - WT	Coef.HET - REF	Coef.HET - KO	Coef.HET - WT	Coef.KO - REF	Coef.KO - HET	Coef.KO - WT	Coef.WT - REF	Coef.WT - HET	Coef.WT - KO	t.REF - HET	t.REF - KO	t.REF - WT	t.HET - REF	t.HET - KO	t.HET - WT	t.KO - REF	t.KO - HET	t.KO - WT	t.WT - REF	t.WT - HET	t.WT - KO	p.value.REF - HET	p.value.REF - KO	p.value.REF - WT	p.value.HET - REF	p.value.HET - KO	p.value.HET - WT	p.value.KO - REF	p.value.KO - HET	p.value.KO - WT	p.value.WT - REF	p.value.WT - HET	p.value.WT - KO	p.value.adj.REF - HET	p.value.adj.REF - KO	p.value.adj.REF - WT	p.value.adj.HET - REF	p.value.adj.HET - KO	p.value.adj.HET - WT	p.value.adj.KO - REF	p.value.adj.KO - HET	p.value.adj.KO - WT	p.value.adj.WT - REF	p.value.adj.WT - HET	p.value.adj.WT - KO	F	F.p.value
NECTIN1	-1.4890536	3.71960668	1.41597584	2.91459418	-3.71960668	-2.30363084	-0.8050125	-1.41597584	2.30363084	1.49861834	-2.91459418	0.8050125	-1.49861834	1.7431046	0.6635632	1.3658548	-1.7431046	-1.5267022	-0.5335118	-0.6635632	1.5267022	0.9931903	-1.3658548	0.5335118	-0.9931903	0.1197550461	0.5257594616	0.2094078852	0.1197550461	0.1656252918	0.6082825594	0.5257594616	0.1656252918	0.3499099336	0.2094078852	0.6082825594	0.3499099336	0.52777781777	0.84609388511	0.75077574638	0.52777781777	0.93530739954	1	0.84609388511	0.93530739954	1	0.75077574638	1	1	1.4329482	0.3038274728
NECTIN2	0.9352873	0.10707859	2.64291785	1.87213967	-0.10707859	2.53583926	1.76506108	-2.64291785	-2.53583926	-0.77077818	-1.87213967	-1.76506108	0.77077818	0.0495264	1.2224133	0.8659098	-0.0495264	1.6587126	1.1545404	-1.2224133	-1.6587126	-0.5041721	-0.8659098	-1.1545404	0.5041721	0.961722675	0.256587241	0.4119332188	0.961722675	0.1360352957	0.2818342885	0.256587241	0.1360352957	0.6278270555	0.4119332188	0.2818342885	0.6278270555	1	0.66349226597	0.85024860792	1	0.92177541338	0.9429959267	0.66349226597	0.92177541338	1	0.85024860792	0.9429959267	1	1.1672357	0.3810884744
NEFL	-2.3505035	5.32192809	5.32192809	3.85782229	-5.32192809	0	-1.46410581	-5.32192809	0	-1.46410581	-3.85782229	1.46410581	1.46410581	3.2871587	3.2871587	2.3828345	-3.2871587	0	-1.2789075	-3.2871587	0	-1.2789075	-2.3828345	1.2789075	1.2789075	0.0111816469	0.0111816469	0.0445692862	0.0111816469	1	0.2370313074	0.0111816469	1	0.2370313074	0.0445692862	0.2370313074	0.2370313074	0.19685194574	0.183464165	0.45749061416	0.19685194574	1	0.9429959267	0.183464165	1	1	0.45749061416	0.9429959267	1	4.2927384	0.0445000516
NEFM	0.1627516	3.43998611	4.58293388	0.86063812	-3.43998611	1.14294777	-2.579348	-4.58293388	-1.14294777	-3.72229576	-0.86063812	2.579348	3.72229576	1.4394467	1.917708	0.3601301	-1.4394467	0.6763637	-1.5263841	-1.917708	-0.6763637	-2.2027477	-0.3601301	1.5263841	2.2027477	0.1882490929	0.0917059491	0.7281391683	0.1882490929	0.5180187796	0.1657031407	0.0917059491	0.5180187796	0.0589833286	0.7281391683	0.1657031407	0.0589833286	0.62869792759	0.46384603229	0.92744733482	0.62869792759	0.96986823178	0.9429959267	0.46384603229	0.96986823178	1	0.92744733482	0.9429959267	1	2.31179	0.1532479213
NFASC	-0.8287208	2.71960668	1.48612677	1.64333378	-2.71960668	-1.23347991	-1.0762729	-1.48612677	1.23347991	0.15720701	-1.64333378	1.0762729	-0.15720701	1.0482669	0.5728245	0.6334197	-1.0482669	-0.672377	-0.5866825	-0.5728245	0.672377	0.0856944	-0.6334197	0.5866825	-0.0856944	0.3253666178	0.5826133763	0.5442650187	0.3253666178	0.520422008	0.5737107611	0.5826133763	0.520422008	0.9338303159	0.5442650187	0.5737107611	0.9338303159	0.7255779528	0.8476958493	0.85370108555	0.7255779528	0.96986823178	1	0.8476958493	0.96986823178	1	0.85370108555	1	1	0.4044877	0.7539660533
NIPSNAP1	-1.3187906	0.80118062	1.32950145	2.26528643	-0.80118062	0.52832083	1.46410581	-1.32950145	-0.52832083	0.93578497	-2.26528643	-1.46410581	-0.93578497	0.3592539	0.596156	1.0157673	-0.3592539	0.3350301	0.9284501	-0.596156	-0.3350301	0.59342	-1.0157673	-0.9284501	-0.59342	0.7287694408	0.5676695343	0.3396829927	0.7287694408	0.74627983	0.3805271218	0.5676695343	0.74627983	0.5694105399	0.3396829927	0.3805271218	0.5694105399	0.90512645848	0.8476958493	0.84005331988	0.90512645848	0.99268824044	0.9429959267	0.8476958493	0.99268824044	1	0.84005331988	0.9429959267	1	0.4674489	0.7131415975
NLGN2	-1.7786674	1.24054168	0.69407159	2.27903409	-1.24054168	-0.54647009	1.03849241	-0.69407159	0.54647009	1.5849625	-2.27903409	-1.03849241	-1.5849625	0.6633728	0.3711509	1.2187009	-0.6633728	-0.4132641	0.7853525	-0.3711509	0.4132641	1.1986166	-1.2187009	-0.7853525	-1.1986166	0.5258751174	0.7202305377	0.2579181469	0.5258751174	0.6903461162	0.4550355056	0.7202305377	0.6903461162	0.2652178797	0.2579181469	0.4550355056	0.2652178797	0.82890910273	0.90965528888	0.78748019021	0.82890910273	0.99268824044	0.97172102626	0.90965528888	0.99268824044	1	0.78748019021	0.97172102626	1	0.7199226	0.5677785323
NME1-NME2	4.1223325	-1.24672663	-1.18132217	-0.85471435	1.24672663	0.06540446	0.39201228	1.18132217	-0.06540446	0.32660782	0.85471435	-0.39201228	-0.32660782	-1.4662916	-1.3893685	-1.0052408	1.4662916	0.1087856	0.6520243	1.3893685	-0.1087856	0.5432387	1.0052408	-0.6520243	-0.5432387	0.1810124483	0.2024323336	0.3444224724	0.1810124483	0.9160708759	0.5327976246	0.2024323336	0.9160708759	0.60187529	0.3444224724	0.5327976246	0.60187529	0.61189039515	0.6114973713	0.84005331988	0.61189039515	1	0.98124734036	0.6114973713	1	1	0.84005331988	0.98124734036	1	0.8251977	0.5162008338
NONO	-1.3462712	8.38370429	6.81689105	6.15956251	-8.38370429	-1.56681324	-2.22414178	-6.81689105	1.56681324	-0.65732854	-6.15956251	2.22414178	0.65732854	2.9794305	2.4226109	2.1890071	-2.9794305	-0.7874619	-1.1178275	-2.4226109	0.7874619	-0.3303656	-2.1890071	1.1178275	0.3303656	0.0177613091	0.0418952156	0.0602570014	0.0177613091	0.4538690738	0.2963117641	0.0418952156	0.4538690738	0.749670116	0.0602570014	0.2963117641	0.749670116	0.21389530708	0.33230523278	0.50660757369	0.21389530708	0.96986823178	0.9429959267	0.33230523278	0.96986823178	1	0.50660757369	0.9429959267	1	3.0007955	0.0955658879
NOP56	-1.8911511	4.92646369	4.13362648	5.17211888	-4.92646369	-0.79283721	0.2456552	-4.13362648	0.79283721	1.03849241	-5.17211888	-0.2456552	-1.03849241	2.5208109	2.1151258	2.6465096	-2.5208109	-0.5737253	0.1777649	-2.1151258	0.5737253	0.7514902	-2.6465096	-0.1777649	-0.7514902	0.0359663046	0.067585053	0.0296012295	0.0359663046	0.582032374	0.8633580219	0.067585053	0.582032374	0.4740360676	0.0296012295	0.8633580219	0.4740360676	0.30378650523	0.40319971773	0.39733958049	0.30378650523	0.98130095911	1	0.40319971773	0.98130095911	1	0.39733958049	1	1	2.5627341	0.1282584758
NOTCH2	-1.9902151	4.69824584	4.29078169	5.7548875	-4.69824584	-0.40746414	1.05664167	-4.29078169	0.40746414	1.46410581	-5.7548875	-1.05664167	-1.46410581	3.1309123	2.8593781	3.8350586	-3.1309123	-0.3840074	0.9958132	-2.8593781	0.3840074	1.3798206	-3.8350586	-0.9958132	-1.3798206	0.0141246973	0.0213314902	0.0050510131	0.0141246973	0.7110498505	0.348709898	0.0213314902	0.7110498505	0.2052400629	0.0050510131	0.348709898	0.2052400629	0.20379567107	0.22682528006	0.12157265898	0.20379567107	0.99268824044	0.9429959267	0.22682528006	0.99268824044	1	0.12157265898	0.9429959267	1	4.9667794	0.0313957206
NPEPPS	2.2112548	-6.73356264	-5.902489	-5.80789134	6.73356264	0.83107364	0.9256713	5.902489	-0.83107364	0.09459766	5.80789134	-0.9256713	-0.09459766	-6.6178924	-5.8010951	-5.7081224	6.6178924	1.1551259	1.286609	5.8010951	-1.1551259	0.1314832	5.7081224	-1.286609	-0.1314832	0.0001717881	0.0004158676	0.0004623261	0.0001717881	0.2816081555	0.2344652256	0.0004158676	0.2816081555	0.8986629201	0.0004623261	0.2344652256	0.8986629201	0.01498851424	0.02459902432	0.02689196895	0.01498851424	0.96986823178	0.9429959267	0.02459902432	0.96986823178	1	0.02689196895	0.9429959267	1	15.2723087	0.001160136
NPM1	1.8507691	2.78143197	1.67818036	1.70595649	-2.78143197	-1.10325161	-1.07547548	-1.67818036	1.10325161	0.02777613	-1.70595649	1.07547548	-0.02777613	2.0304107	1.2250508	1.245327	-2.0304107	-1.1389509	-1.110276	-1.2250508	1.1389509	0.0286749	-1.245327	1.110276	-0.0286749	0.0770672979	0.2556451949	0.2484986559	0.0770672979	0.2879104727	0.2993624203	0.2556451949	0.2879104727	0.977831336	0.2484986559	0.2993624203	0.977831336	0.43716396592	0.66349226597	0.78748019021	0.43716396592	0.96986823178	0.9429959267	0.66349226597	0.96986823178	1	0.78748019021	0.9429959267	1	1.462703	0.2963827872
NPTN	1.0668722	0.15189316	-1.31978601	-1.51156639	-0.15189316	-1.47167917	-1.66345955	1.31978601	1.47167917	-0.19178038	1.51156639	1.66345955	0.19178038	0.0762489	-0.6625196	-0.7587914	-0.0762489	-1.0447763	-1.1809253	0.6625196	1.0447763	-0.136149	0.7587914	1.1809253	0.136149	0.9411069178	0.5263936651	0.469895473	0.9411069178	0.3268814082	0.2717882013	0.5263936651	0.3268814082	0.8950913661	0.469895473	0.2717882013	0.8950913661	1	0.84609388511	0.85024860792	1	0.96986823178	0.9429959267	0.84609388511	0.96986823178	1	0.85024860792	0.9429959267	1	0.6370038	0.6121189302
NRCAM	3.4240913	1.74522349	0.01174578	0.80863204	-1.74522349	-1.73347771	-0.93659145	-0.01174578	1.73347771	0.79688626	-0.80863204	0.93659145	-0.79688626	1.2719167	0.0085603	0.58933	-1.2719167	-1.7866557	-0.9653233	-0.0085603	1.7866557	0.8213324	-0.58933	0.9653233	-0.8213324	0.2393811061	0.9933810689	0.5720187986	0.2393811061	0.1120835417	0.3628535213	0.9933810689	0.1120835417	0.4354172773	0.5720187986	0.3628535213	0.4354172773	0.67445914748	1	0.85949866047	0.67445914748	0.92177541338	0.9429959267	1	0.92177541338	1	0.85949866047	0.9429959267	1	1.2217356	0.3635219355
NTRK2	-0.3716745	1.45849328	3.89261838	3.01281495	-1.45849328	2.4341251	1.55432167	-3.89261838	-2.4341251	-0.87980343	-3.01281495	-1.55432167	0.87980343	0.6720669	1.7937004	1.3882911	-0.6720669	1.5862293	1.0128939	-1.7937004	-1.5862293	-0.5733354	-1.3882911	-1.0128939	0.5733354	0.5206092178	0.1108869179	0.2027474969	0.5206092178	0.1516242776	0.3409717094	0.1108869179	0.1516242776	0.5822838561	0.2027474969	0.3409717094	0.5822838561	0.82890910273	0.50315552663	0.75077574638	0.82890910273	0.92177541338	0.9429959267	0.50315552663	0.92177541338	1	0.75077574638	0.9429959267	1	1.5203432	0.2825694816
NUCB1	-2.1594029	0.35148259	3.169925	3.169925	-0.35148259	2.81844241	2.81844241	-3.169925	-2.81844241	0	-3.169925	-2.81844241	0	0.2086403	1.8816698	1.8816698	-0.2086403	2.366021	2.366021	-1.8816698	-2.366021	0	-1.8816698	-2.366021	0	0.8399807008	0.0969269879	0.0969269879	0.8399807008	0.0457506475	0.0457506475	0.0969269879	0.0457506475	1	0.0969269879	0.0457506475	1	0.96273650111	0.47311215096	0.61717164333	0.96273650111	0.84036715678	0.94046537353	0.47311215096	0.84036715678	1	0.61717164333	0.94046537353	1	3.189208	0.0847118396
NUDC	0.0843517	-3.98485328	-3.46695981	-3.90245304	3.98485328	0.51789347	0.08240024	3.46695981	-0.51789347	-0.43549323	3.90245304	-0.08240024	0.43549323	-1.1749081	-1.0222106	-1.1506129	1.1749081	0.2159469	0.0343586	1.0222106	-0.2159469	-0.1815883	1.1506129	-0.0343586	0.1815883	0.2740531115	0.3368067415	0.2833551913	0.2740531115	0.8344722418	0.9734390739	0.3368067415	0.8344722418	0.8604547627	0.2833551913	0.9734390739	0.8604547627	0.69102003264	0.74081098833	0.80868161329	0.69102003264	0.99268824044	1	0.74081098833	0.99268824044	1	0.80868161329	1	1	0.5160554	0.6827913796
NUP43	-2.2994074	4.39231742	4.39231742	2.44802075	-4.39231742	0	-1.94429667	-4.39231742	0	-1.94429667	-2.44802075	1.94429667	1.94429667	3.0987636	3.0987636	1.7270695	-3.0987636	0	-1.9398684	-3.0987636	0	-1.9398684	-1.7270695	1.9398684	1.9398684	0.0148254263	0.0148254263	0.1227015122	0.0148254263	1	0.0886305152	0.0148254263	1	0.0886305152	0.1227015122	0.0886305152	0.0886305152	0.20379567107	0.19900283783	0.68734861752	0.20379567107	1	0.94046537353	0.19900283783	1	1	0.68734861752	0.94046537353	1	4.4635612	0.0406189329
NUP50	-1.173972	-1.72330833	-2.83195168	-2.60459373	1.72330833	-1.10864334	-0.8812854	2.83195168	1.10864334	0.22735795	2.60459373	0.8812854	-0.22735795	-0.6430656	-1.0567642	-0.9719239	0.6430656	-0.5850583	-0.4650759	1.0567642	0.5850583	0.1199824	0.9719239	0.4650759	-0.1199824	0.5383012244	0.3217018643	0.3597556195	0.5383012244	0.5747502186	0.6543627233	0.3217018643	0.5747502186	0.9074768365	0.3597556195	0.6543627233	0.9074768365	0.82890910273	0.7386444122	0.84005331988	0.82890910273	0.97372731209	1	0.7386444122	0.97372731209	1	0.84005331988	1	1	0.4445862	0.7277783126
NUP54	-1.4727428	-3.49728437	-1.33333333	-1.33333333	3.49728437	2.16395103	2.16395103	1.33333333	-2.16395103	0	1.33333333	-2.16395103	0	-1.737553	-0.6624389	-0.6624389	1.737553	1.5204409	1.5204409	0.6624389	-1.5204409	0	0.6624389	-1.5204409	0	0.1207675924	0.5264426794	0.5264426794	0.1207675924	0.1671637784	0.1671637784	0.5264426794	0.1671637784	1	0.5264426794	0.1671637784	1	0.52777781777	0.84609388511	0.85024860792	0.52777781777	0.93530739954	0.9429959267	0.84609388511	0.93530739954	1	0.85024860792	0.9429959267	1	1.4442617	0.3009709249
OLA1	-2.197254	-1.10730936	-1.05664167	-1.5849625	1.10730936	0.0506677	-0.47765314	1.05664167	-0.0506677	-0.52832083	1.5849625	0.47765314	0.52832083	-0.4786344	-0.4567333	-0.6851	0.4786344	0.0309728	-0.2919864	0.4567333	-0.0309728	-0.3229592	0.6851	0.2919864	0.3229592	0.6450980921	0.6600952921	0.5127765244	0.6450980921	0.9760554143	0.7777790105	0.6600952921	0.9760554143	0.7550651352	0.5127765244	0.7777790105	0.7550651352	0.85931005399	0.86477862561	0.85024860792	0.85931005399	1	1	0.86477862561	1	1	0.85024860792	1	1	0.1590447	0.9208764486
OPA1	-1.633511	-2.60245164	-1.05664167	-1.96896353	2.60245164	1.54580997	0.63348811	1.05664167	-1.54580997	-0.91232186	1.96896353	-0.63348811	0.91232186	-1.2398999	-0.5034214	-0.9380837	1.2398999	1.0415378	0.4268324	0.5034214	-1.0415378	-0.6147054	0.9380837	-0.4268324	0.6147054	0.2503949492	0.6283313647	0.3758493833	0.2503949492	0.328291738	0.6808365314	0.6283313647	0.328291738	0.5559470343	0.3758493833	0.6808365314	0.5559470343	0.67445914748	0.84981022683	0.84005331988	0.67445914748	0.96986823178	1	0.84981022683	0.96986823178	1	0.84005331988	1	1	0.6850747	0.586007056
OSBPL8	-1.4531133	3.47395148	1.62447261	2.83195168	-3.47395148	-1.84947887	-0.64199981	-1.62447261	1.84947887	1.20747907	-2.83195168	0.64199981	-1.20747907	1.5512966	0.7254099	1.264611	-1.5512966	-1.1679802	-0.4054348	-0.7254099	1.1679802	0.7625454	-1.264611	0.4054348	-0.7625454	0.1597046902	0.4890214469	0.2418577219	0.1597046902	0.2766799176	0.6958603676	0.4890214469	0.2766799176	0.4677759081	0.2418577219	0.6958603676	0.4677759081	0.59046776524	0.84161726002	0.78748019021	0.59046776524	0.96986823178	1	0.84161726002	0.96986823178	1	0.78748019021	1	1	1.0262703	0.4312523723
P4HB	0.1011307	0.070189	-1.36562051	0.4516523	-0.070189	-1.43580951	0.3814633	1.36562051	1.43580951	1.81727281	-0.4516523	-0.3814633	-1.81727281	0.0456083	-0.8873696	0.2934801	-0.0456083	-1.3194299	0.3505438	0.8873696	1.3194299	1.6699737	-0.2934801	-0.3505438	-1.6699737	0.9647484343	0.4009537072	0.7766781108	0.9647484343	0.2237924534	0.7350468013	0.4009537072	0.2237924534	0.13375013	0.7766781108	0.7350468013	0.13375013	1	0.78835404966	0.94776454785	1	0.96986823178	1	0.78835404966	0.96986823178	1	0.94776454785	1	1	1.047269	0.4233221491
PA2G4	-2.1948986	-2.98278908	-0.77397603	0	2.98278908	2.20881305	2.98278908	0.77397603	-2.20881305	0.77397603	0	-2.98278908	-0.77397603	-1.6362693	-0.4245802	0	1.6362693	1.7135872	2.3140343	0.4245802	-1.7135872	0.6004471	0	-2.3140343	-0.6004471	0.1406973229	0.6824108835	1	0.1406973229	0.1252311382	0.0496058408	0.6824108835	0.1252311382	0.5649451412	1	0.0496058408	0.5649451412	0.56766896742	0.88207925307	1	0.56766896742	0.92177541338	0.94046537353	0.88207925307	0.92177541338	1	1	0.94046537353	1	2.1113539	0.1776038591
PABPC1	0.3932165	3.20173152	2.00537589	0.71525432	-3.20173152	-1.19635563	-2.48647721	-2.00537589	1.19635563	-1.29012157	-0.71525432	2.48647721	1.29012157	1.2797715	0.8015734	0.285896	-1.2797715	-0.6762742	-1.4055523	-0.8015734	0.6762742	-0.7292781	-0.285896	1.4055523	0.7292781	0.2367422373	0.4461178609	0.7822731377	0.2367422373	0.5180726256	0.1977496831	0.4461178609	0.5180726256	0.4867796669	0.7822731377	0.1977496831	0.4867796669	0.67445914748	0.82596887776	0.95126594096	0.67445914748	0.96986823178	0.9429959267	0.82596887776	0.96986823178	1	0.95126594096	0.9429959267	1	0.907897	0.4792065557
PAFAH1B2	-2.4348916	-2.95678824	0	0	2.95678824	2.95678824	2.95678824	0	-2.95678824	0	0	-2.95678824	0	-1.8037393	0	0	1.8037393	2.5508726	2.5508726	0	-2.5508726	0	0	-2.5508726	0	0.1092024898	1	1	0.1092024898	0.0343271398	0.0343271398	1	0.0343271398	1	1	0.0343271398	1	0.50787932804	1	1	0.50787932804	0.77322961993	0.8874201335	1	0.77322961993	1	1	0.8874201335	1	3.0365773	0.093377855
PAICS	2.0777832	0.01002497	-0.09140115	-0.55281677	-0.01002497	-0.10142612	-0.56284175	0.09140115	0.10142612	-0.46141562	0.55281677	0.56284175	0.46141562	0.0102423	-0.0933827	-0.5648014	-0.0102423	-0.1465478	-0.8132346	0.0933827	0.1465478	-0.6666868	0.5648014	0.8132346	0.6666868	0.9920805751	0.9279123941	0.5878027281	0.9920805751	0.8871405997	0.4397811058	0.9279123941	0.8871405997	0.5238640394	0.5878027281	0.4397811058	0.5238640394	1	1	0.86169969675	1	1	0.97151123959	1	1	1	0.86169969675	0.97151123959	1	0.2691697	0.8459512296
PARK7	-0.705649	-3.64921231	-5.07171792	0	3.64921231	-1.42250561	3.64921231	5.07171792	1.42250561	5.07171792	0	-3.64921231	-5.07171792	-1.7350475	-2.4113893	0	1.7350475	-0.9564918	2.4537277	2.4113893	0.9564918	3.4102195	0	-2.4537277	-3.4102195	0.1212271837	0.0426328168	1	0.1212271837	0.3670297261	0.0399165372	0.0426328168	0.3670297261	0.009321467	1	0.0399165372	0.009321467	0.52777781777	0.33435624882	1	0.52777781777	0.96986823178	0.94046537353	0.33435624882	0.96986823178	0.65063839436	1	0.94046537353	0.65063839436	4.8897424	0.0326244648
PCBP1	2.3832658	-0.30821007	-0.06556195	-0.55599166	0.30821007	0.24264812	-0.24778158	0.06556195	-0.24264812	-0.4904297	0.55599166	0.24778158	0.4904297	-0.3866645	-0.0822507	-0.6975185	0.3866645	0.4305062	-0.439614	0.0822507	-0.4305062	-0.8701201	0.6975185	0.439614	0.8701201	0.709158611	0.9364825876	0.5053820006	0.709158611	0.6782720605	0.671933613	0.9364825876	0.6782720605	0.409762362	0.5053820006	0.671933613	0.409762362	0.89510435895	1	0.85024860792	0.89510435895	0.99268824044	1	1	0.99268824044	1	0.85024860792	1	1	0.3128486	0.8158418842
PCBP2	1.0499943	1.60084237	3.1001305	2.87213967	-1.60084237	1.49928814	1.2712973	-3.1001305	-1.49928814	-0.22799084	-2.87213967	-1.2712973	0.22799084	0.5846977	1.1323034	1.0490312	-0.5846977	0.7744314	0.6566666	-1.1323034	-0.7744314	-0.1177647	-1.0490312	-0.6566666	0.1177647	0.5749810935	0.2905334142	0.3250356678	0.5749810935	0.4611068397	0.5299591591	0.2905334142	0.4611068397	0.9091779868	0.3250356678	0.5299591591	0.9091779868	0.83070515893	0.71155201101	0.83960899221	0.83070515893	0.96986823178	0.97935209382	0.71155201101	0.96986823178	1	0.83960899221	0.97935209382	1	0.5722246	0.6490910945
PCMT1	2.3727059	-1.60469003	-0.92001953	-0.78927129	1.60469003	0.6846705	0.81541874	0.92001953	-0.6846705	0.13074824	0.78927129	-0.81541874	-0.13074824	-1.686359	-0.9668429	-0.8294404	1.686359	1.0175494	1.2118659	0.9668429	-1.0175494	0.1943165	0.8294404	-1.2118659	-0.1943165	0.1304884633	0.3621385347	0.4310779953	0.1304884633	0.3388855927	0.2603834412	0.3621385347	0.3388855927	0.850806485	0.4310779953	0.2603834412	0.850806485	0.55337281067	0.75907716886	0.85024860792	0.55337281067	0.96986823178	0.9429959267	0.75907716886	0.96986823178	1	0.85024860792	0.9429959267	1	1.1038987	0.4027506614
PDCD6	-1.3911511	3.50545222	3.92646369	1.80029315	-3.50545222	0.42101147	-1.70515907	-3.92646369	-0.42101147	-2.12617054	-1.80029315	1.70515907	2.12617054	1.6233367	1.8183026	0.8336961	-1.6233367	0.2757233	-1.1167204	-1.8183026	-0.2757233	-1.3924437	-0.8336961	1.1167204	1.3924437	0.1434500192	0.106801853	0.4288124549	0.1434500192	0.7897989371	0.2967574255	0.106801853	0.7897989371	0.2015351729	0.4288124549	0.2967574255	0.2015351729	0.57544892776	0.50315552663	0.85024860792	0.57544892776	0.99268824044	0.9429959267	0.50315552663	0.99268824044	1	0.85024860792	0.9429959267	1	1.5372636	0.27866125
PDCD6IP	-0.2780705	-4.84444324	-3.88577282	-1.41597584	4.84444324	0.95867043	3.42846741	3.88577282	-0.95867043	2.46979698	1.41597584	-3.42846741	-2.46979698	-2.646544	-2.1228174	-0.7735548	2.646544	0.7406612	2.6488067	2.1228174	-0.7406612	1.9081455	0.7735548	-2.6488067	-1.9081455	0.0295996585	0.0667829835	0.461596495	0.0295996585	0.4802213582	0.029496282	0.0667829835	0.4802213582	0.0930644447	0.461596495	0.029496282	0.0930644447	0.29229202234	0.40319971773	0.85024860792	0.29229202234	0.96986823178	0.8874201335	0.40319971773	0.96986823178	1	0.85024860792	0.8874201335	1	3.8556798	0.0567489631
PDIA3	4.0068766	-2.48612503	-2.69770133	-2.28731327	2.48612503	-0.2115763	0.19881176	2.69770133	0.2115763	0.41038806	2.28731327	-0.19881176	-0.41038806	-3.0928534	-3.356064	-2.8455225	3.0928534	-0.372236	0.3497788	3.356064	0.372236	0.7220148	2.8455225	-0.3497788	-0.7220148	0.0149581645	0.0100961998	0.0217890116	0.0149581645	0.7194538049	0.7355991613	0.0100961998	0.7194538049	0.49099458	0.0217890116	0.7355991613	0.49099458	0.20379567107	0.18069608867	0.33062456757	0.20379567107	0.99268824044	1	0.18069608867	0.99268824044	1	0.33062456757	1	1	4.0132295	0.0519003526
PDIA6	0.6235835	1.86399659	-0.57669307	0.20204928	-1.86399659	-2.44068966	-1.66194731	0.57669307	2.44068966	0.77874235	-0.20204928	1.66194731	-0.77874235	1.1773499	-0.3642547	0.1276197	-1.1773499	-2.1801582	-1.4845427	0.3642547	2.1801582	0.6956155	-0.1276197	1.4845427	-0.6956155	0.2731321412	0.7251752043	0.9016221689	0.2731321412	0.061091604	0.1762344574	0.7251752043	0.061091604	0.5065107558	0.9016221689	0.1762344574	0.5065107558	0.69102003264	0.91193567105	1	0.69102003264	0.91076806248	0.9429959267	0.91193567105	0.91076806248	1	1	0.9429959267	1	1.6928504	0.245598148
PEBP1	-1.0312743	-4.29012157	-3.3453912	0	4.29012157	0.94473037	4.29012157	3.3453912	-0.94473037	3.3453912	0	-4.29012157	-3.3453912	-2.2452923	-1.7508551	0	2.2452923	0.6992398	3.1753228	1.7508551	-0.6992398	2.476083	0	-3.1753228	-2.476083	0.0552064728	0.1183547383	1	0.0552064728	0.5043623667	0.013213338	0.1183547383	0.5043623667	0.0385535379	1	0.013213338	0.0385535379	0.36917097238	0.50624035455	1	0.36917097238	0.96986823178	0.8874201335	0.50624035455	0.96986823178	1	1	0.8874201335	1	4.4214305	0.0415356907
PFAS	2.7912295	-0.20985341	0.45841922	0.13697117	0.20985341	0.66827263	0.34682458	-0.45841922	-0.66827263	-0.32144805	-0.13697117	-0.34682458	0.32144805	-0.2490881	0.5441264	0.1625796	0.2490881	1.1217747	0.5821861	-0.5441264	-1.1217747	-0.5395886	-0.1625796	-0.5821861	0.5395886	0.8096135342	0.6012923639	0.8749099454	0.8096135342	0.2947270888	0.5765908795	0.6012923639	0.2947270888	0.604275406	0.8749099454	0.5765908795	0.604275406	0.93844881121	0.84981022683	1	0.93844881121	0.96986823178	1	0.84981022683	0.96986823178	1	1	1	1	0.4289684	0.7379025096
PFDN2	-0.9601756	-3.1949875	-4.14919995	-0.52832083	3.1949875	-0.95421245	2.66666667	4.14919995	0.95421245	3.62087912	0.52832083	-2.66666667	-3.62087912	-2.282601	-2.9643208	-0.3774493	2.282601	-0.9640974	2.6942914	2.9643208	0.9640974	3.6583888	0.3774493	-2.6942914	-3.6583888	0.0520928226	0.0181741757	0.7157267985	0.0520928226	0.363431089	0.0274949106	0.0181741757	0.363431089	0.006497255	0.7157267985	0.0274949106	0.006497255	0.35999442633	0.22074314243	0.92634309261	0.35999442633	0.96986823178	0.8874201335	0.22074314243	0.96986823178	0.56688550029	0.92634309261	0.8874201335	0.56688550029	6.1998241	0.017761174
PFKM	-1.1010367	2.13464418	1.67651234	2.94563065	-2.13464418	-0.45813184	0.81098647	-1.67651234	0.45813184	1.26911831	-2.94563065	-0.81098647	-1.26911831	1.0920981	0.8577148	1.5070041	-1.0920981	-0.331468	0.5867658	-0.8577148	0.331468	0.9182338	-1.5070041	-0.5867658	-0.9182338	0.3068088069	0.416181977	0.1705088054	0.3068088069	0.7488683192	0.5736575378	0.416181977	0.7488683192	0.3855344309	0.1705088054	0.5736575378	0.3855344309	0.71384182407	0.80247243084	0.73871789282	0.71384182407	0.99268824044	1	0.80247243084	0.99268824044	1	0.73871789282	1	1	0.8193856	0.5189148032
