Feature.ID	UHR_1	UHR_2	brain_1	brain_2
LRRC4B	114.36	81.97	2579.43	2746.03
LRRC4C	4.2	0.81	200.62	196.98
LRRC50	3.36	4.87	22.43	26.97
LRRC55	4.2	4.87	74.77	58.63
LRRC56	52.98	55.19	52.34	63.32
LRRC57	47.93	42.2	43.61	50.42
LRRC58	232.09	229.67	128.35	131.32
LRRC59	1418.59	1382.91	401.24	390.45
LRRC6	5.89	5.68	19.94	11.73
LRRC61	248.91	235.35	99.69	104.35
LRRC66	1.68	3.25	8.72	10.55
LRRC67	0.84	0.81	1.25	2.35
LRRC69	1.68	3.25	1.25	2.35
LRRC7	3.36	2.43	59.81	53.94
LRRC70	7.57	7.3	2.49	4.69
LRRC8A	668.51	677.66	1831.77	1929.96
LRRC8B	93.34	97.39	242.99	252.09
LRRC8C	71.48	60.87	63.55	70.35
LRRC8D	229.56	218.31	249.22	236.85
LRRC8E	63.07	68.17	6.23	4.69
LRRCC1	31.11	38.96	24.92	24.62
LRRFIP1	418.77	399.29	165.73	166.5
LRRFIP2	151.36	146.89	185.67	188.78
LRRIQ1	1.68	2.43	2.49	1.17
LRRIQ3	2.52	4.06	2.49	2.35
LRRIQ4	0.84	0.81	1.25	2.35
LRRK1	130.34	177.73	154.52	158.29
LRRK2	7.57	10.55	76.01	73.87
LRRN1	100.07	95.77	137.07	123.11
LRRN2	75.68	75.48	321.49	336.51
LRRN3	6.73	4.06	110.9	103.18
LRRN4	5.05	4.87	9.97	7.04
LRRN4CL	33.64	51.13	12.46	15.24
LRRTM1	3.36	3.25	161.99	175.88
LRRTM2	4.2	4.06	185.67	218.09
LRRTM3	6.73	2.43	113.4	128.98
LRRTM4	4.2	3.25	74.77	65.66
LRSAM1	211.91	232.11	397.51	405.69
LRTM1	0.84	0.81	2.49	2.35
LRTM2	5.05	3.25	261.68	269.68
LRTOMT	44.57	50.32	81	86.77
LRWD1	329.63	331.93	259.19	275.54
LSAMP	133.7	126.6	1092.83	1143.2
LSG1	268.25	292.16	135.83	133.67
LSM1	111	103.88	81	86.77
LSM10	208.54	219.94	168.22	201.67
LSM11	44.57	30.84	81	80.9
LSM12	17.66	20.29	11.21	8.21
LSM14A	668.51	705.25	429.91	497.15
LSM14B	578.54	578.65	691.59	732.82
LSM2	300.2	318.13	113.4	97.32
LSM3	78.2	100.63	48.6	51.59
LSM4	971.24	958.46	375.08	416.24
LSM5	91.66	75.48	34.89	25.8
LSM6	34.48	39.77	24.92	26.97
LSM7	401.11	355.47	157.01	184.09
LSMD1	219.47	219.12	336.45	393.97
LSP1	332.15	320.57	32.4	26.97
LSR	485.2	469.9	82.24	99.66
LSS	1157.91	1215.73	955.76	1086.92
LST-3TM12	0.84	1.62	1.25	1.17
LST1	5.05	4.06	28.66	25.8
LTA	1.68	2.43	1.25	2.35
LTA4H	354.86	316.51	169.47	157.12
LTB	11.77	15.42	7.48	9.38
LTB4R	240.5	241.04	52.34	28.14
LTB4R2	26.07	12.17	6.23	7.04
LTBP1	790.44	732.04	92.21	84.42
LTBP2	174.91	172.05	72.27	75.04
LTBP3	1255.46	1149.18	1537.69	1627.45
LTBP4	1000.67	1017.71	396.26	423.28
LTBR	496.97	484.51	114.64	91.46
LTC4S	5.05	4.87	19.94	36.35
LTF	24.39	24.35	11.21	16.42
LTK	31.95	20.29	21.18	35.18
LTV1	129.5	137.16	33.64	45.73
LUC7L	271.61	316.51	300.31	332.99
LUC7L2	536.49	539.69	372.58	379.9
LUC7L3	792.97	752.32	795.01	814.9
LUM	322.06	331.93	1.25	7.04
LUZP1	278.34	288.92	576.95	613.23
LUZP2	5.05	4.87	33.64	35.18
LUZP4	2.52	0.81	1.25	1.17
LXN	68.95	56.81	13.71	8.21
LY6D	2.52	2.43	6.23	5.86
LY6E	1480.82	1483.55	1383.17	1513.72
LY6G5B	68.11	65.74	58.57	58.63
LY6G5C	4.2	5.68	14.95	12.9
LY6G6C	6.73	7.3	1.25	1.17
LY6G6D	0.84	0.81	2.49	2.35
LY6G6F	0.84	1.62	1.25	1.17
LY6H	1.68	4.06	559.5	658.95
LY6K	105.11	120.11	23.68	15.24
LY75	14.3	17.04	14.95	22.28
LY86	15.98	26.78	18.69	14.07
LY9	6.73	8.12	2.49	3.52
LY96	10.09	17.04	1.25	3.52
LYAR	169.86	167.18	23.68	30.49
LYG1	7.57	6.49	4.98	11.73
LYG2	1.68	0.81	1.25	2.35
LYL1	174.91	165.56	32.4	41.04
LYN	130.34	162.31	59.81	79.73
LYNX1	47.93	58.43	3714.63	3652.39
LYPD1	40.36	39.77	22.43	39.87
LYPD2	0.84	0.81	2.49	1.17
LYPD3	125.29	99.01	4.98	8.21
LYPD5	3.36	3.25	92.21	133.67
LYPD6	27.75	40.58	41.12	44.56
LYPD6B	16.82	13.8	9.97	10.55
LYPLA1	112.68	97.39	27.41	24.62
LYPLA2	229.56	201.27	100.93	103.18
LYPLA2P1	37.84	50.32	19.94	24.62
LYPLAL1	45.41	43.01	41.12	35.18
LYRM1	89.98	79.53	63.55	84.42
LYRM2	72.32	83.59	61.06	71.52
LYRM4	188.36	202.89	123.36	141.87
LYRM5	12.61	13.8	32.4	39.87
LYRM7	114.36	83.59	93.46	132.49
LYSMD1	78.2	72.23	130.84	137.18
LYSMD2	21.02	24.35	186.92	204.02
LYSMD3	70.64	70.61	48.6	66.83
LYSMD4	73.16	59.24	124.61	137.18
LYST	147.16	121.74	228.04	242.71
LYVE1	5.05	1.62	22.43	30.49
LYZ	680.29	690.65	4.98	7.04
LYZL4	0.84	0.81	1.25	3.52
LZIC	50.45	55.19	39.88	44.56
LZTFL1	58.02	51.94	73.52	97.32
LZTR1	706.35	719.86	709.03	738.69
LZTS1	245.54	241.04	412.46	452.59
LZTS2	801.37	803.45	847.35	845.38
M6PR	445.68	495.06	200.62	173.53
MAB21L1	2.52	1.62	160.75	164.15
MAB21L2	14.3	14.61	7.48	10.55
MACC1	42.89	41.39	1.25	1.17
MACF1	1092.32	1119.96	2439.87	2539.67
MACROD1	306.09	249.96	104.67	124.29
MACROD2	6.73	4.87	78.5	79.73
MAD1L1	310.29	297.03	180.68	206.36
MAD2L1	116.04	138.78	8.72	5.86
MAD2L1BP	159.77	155.01	82.24	100.84
MAD2L2	576.01	534.01	137.07	178.22
MADCAM1	5.05	4.06	57.32	55.11
MADD	540.7	465.84	2233.02	2345.03
MAEA	473.42	447.17	552.02	574.53
MAEL	0.84	0.81	8.72	11.73
MAF	726.53	630.59	330.22	377.55
MAF1	734.94	737.72	720.25	799.66
MAFA	4.2	6.49	3.74	2.35
MAFB	94.18	97.39	143.3	145.39
MAFF	179.95	176.92	168.22	179.39
MAFG	447.36	479.64	579.44	574.53
MAFK	808.94	829.42	594.39	553.43
MAG	7.57	7.3	3263.54	3504.65
MAGEA1	65.59	75.48	1.25	1.17
MAGEA10	47.93	73.04	2.49	1.17
MAGEA11	7.57	11.36	1.25	1.17
MAGEA12	131.18	146.89	7.48	4.69
MAGEA2	1.68	0.81	1.25	1.17
MAGEA3	107.63	131.47	1.25	1.17
MAGEA4	7.57	8.12	1.25	1.17
MAGEA5	5.05	3.25	1.25	1.17
MAGEA6	105.95	100.63	3.74	1.17
MAGEA8	3.36	4.06	3.74	1.17
MAGEB16	5.05	4.87	1.25	1.17
MAGEB2	28.59	30.84	1.25	1.17
MAGEB3	2.52	2.43	1.25	1.17
MAGEB6	2.52	3.25	1.25	1.17
MAGEC1	132.02	134.72	1.25	2.35
MAGEC2	97.54	115.24	1.25	1.17
MAGEC3	2.52	5.68	8.72	7.04
MAGED1	1190.71	1256.31	1462.92	1497.3
MAGED2	644.13	710.12	817.44	817.24
MAGEE1	36.16	43.82	691.59	709.37
MAGEE2	1.68	1.62	42.37	39.87
MAGEF1	330.47	297.85	458.57	425.62
MAGEH1	58.86	61.68	396.26	371.69
MAGEL2	17.66	8.12	74.77	49.25
MAGI1	173.22	173.68	482.24	487.77
MAGI2	36.16	25.97	509.66	505.35
MAGI3	68.95	67.36	185.67	168.84
MAGIX	15.14	17.04	71.03	72.7
MAGOH	101.75	107.13	41.12	51.59
MAGOHB	54.66	46.26	13.71	18.76
MAGT1	262.36	243.47	104.67	111.39
MAK	3.36	5.68	4.98	10.55
MAK16	105.11	128.23	39.88	50.42
MAL	216.95	228.05	699.06	832.49
MAL2	166.5	159.07	314.02	317.75
MALAT1	13229.82	13499.63	14573.17	15019.93
MALL	2.52	1.62	3.74	1.17
MALT1	115.2	131.47	48.6	39.87
MAMDC2	10.09	20.29	7.48	9.38
MAMDC4	195.09	177.73	291.59	331.82
MAML1	404.47	394.42	342.68	340.03
MAML2	97.54	108.75	99.69	84.42
MAML3	87.45	91.71	170.72	140.7
MAMLD1	94.18	112	195.64	211.05
MAMSTR	31.95	25.16	51.09	37.52
MAN1A1	447.36	452.86	46.11	72.7
MAN1A2	132.02	145.27	160.75	168.84
MAN1B1	609.65	605.43	418.69	446.73
MAN1C1	42.04	34.09	372.58	401
MAN2A1	176.59	193.96	97.2	111.39
MAN2A2	878.74	857.02	1956.38	2068.32
MAN2B1	591.15	631.4	205.61	171.19
MAN2B2	321.22	351.41	421.18	446.73
MAN2C1	636.56	624.1	692.83	705.85
MANBA	167.34	160.69	93.46	102.01
MANBAL	262.36	271.88	315.26	329.48
MANEA	35.32	42.2	28.66	29.31
MANEAL	313.65	280.8	219.31	263.82
MANF	338.88	320.57	99.69	96.15
MANSC1	32.79	30.84	100.93	97.32
MAOA	58.02	47.88	150.78	180.57
MAOB	43.73	30.84	529.59	511.22
MAP1A	307.77	318.13	12548.25	12871.88
MAP1B	700.47	682.53	10047.32	10342.76
MAP1D	28.59	32.46	21.18	14.07
MAP1LC3A	43.73	56.81	1143.92	1199.48
MAP1LC3B	308.61	294.6	883.49	956.77
MAP1LC3B2	30.27	38.14	66.04	86.77
MAP1LC3C	3.36	2.43	3.74	3.52
MAP1S	579.38	530.77	1161.37	1326.12
MAP2	13.45	14.61	3672.26	3585.55
MAP2K1	411.2	396.05	831.15	782.07
MAP2K2	845.94	807.51	841.12	886.42
MAP2K3	309.45	288.11	153.27	131.32
MAP2K4	116.88	99.01	378.82	399.83
MAP2K5	136.23	142.02	149.53	180.57
MAP2K6	25.23	25.16	13.71	10.55
MAP2K7	487.72	498.3	585.67	676.54
MAP3K1	177.43	188.28	44.86	41.04
MAP3K10	234.61	213.44	2082.24	2162.12
MAP3K11	916.58	896.78	671.65	657.78
MAP3K12	128.66	124.98	687.85	782.07
MAP3K13	10.93	14.61	48.6	57.45
MAP3K14	137.91	143.65	139.56	143.05
MAP3K15	23.55	18.67	1.25	2.35
MAP3K2	74.84	81.16	74.77	77.39
MAP3K3	327.11	331.12	312.77	294.3
MAP3K4	208.54	204.52	224.3	205.19
MAP3K5	53.82	45.45	247.97	302.51
MAP3K6	230.41	231.3	239.25	256.78
MAP3K7	195.93	176.92	123.36	150.08
MAP3K8	26.91	26.78	18.69	17.59
MAP3K9	84.09	90.08	317.76	298.99
MAP4	2123.26	2064.63	4464.78	4638.47
MAP4K1	55.5	58.43	13.71	15.24
MAP4K2	185.84	185.04	245.48	288.44
MAP4K3	99.23	99.82	92.21	103.18
MAP4K4	1098.21	1197.06	1692.21	1652.08
MAP4K5	111	145.27	104.67	113.73
MAP6	19.34	18.67	721.49	702.34
MAP6D1	58.86	55.19	757.63	819.59
MAP7	195.09	185.04	610.59	581.57
MAP7D1	1148.66	1081.01	3207.47	3243.18
MAP7D2	40.36	37.33	412.46	451.42
MAP7D3	109.32	112.81	12.46	15.24
MAP9	16.82	16.23	144.55	136.01
MAPK1	895.55	908.96	1752.02	1884.23
MAPK10	5.05	4.06	952.02	979.05
MAPK11	106.79	109.56	610.59	597.98
MAPK12	255.63	254.02	215.58	241.54
MAPK13	58.02	60.87	61.06	86.77
MAPK14	420.45	415.52	279.13	280.23
MAPK15	45.41	49.51	7.48	10.55
MAPK1IP1L	433.9	425.26	236.76	249.75
MAPK3	472.58	505.61	1198.75	1261.63
MAPK4	222.84	250.77	1106.54	1064.64
MAPK6	200.97	217.5	170.72	226.3
MAPK7	275.81	251.59	120.87	138.36
MAPK8	48.77	37.33	52.34	73.87
MAPK8IP1	109.32	112	2578.19	2674.51
MAPK8IP2	82.41	73.85	3652.33	3879.86
MAPK8IP3	859.4	867.57	6176.93	6756.04
MAPK9	235.45	225.62	1038	1136.17
MAPKAP1	551.63	560.79	464.8	429.14
MAPKAPK2	707.19	767.74	343.92	443.21
MAPKAPK3	407.83	374.13	99.69	89.11
MAPKAPK5	187.52	167.99	83.49	91.46
MAPKBP1	169.86	215.88	1162.61	1235.83
MAPKSP1	52.14	58.43	145.79	144.22
MAPRE1	633.2	607.05	178.19	207.54
MAPRE2	303.56	306.77	1317.13	1333.15
MAPRE3	158.09	137.16	2439.87	2552.57
MAPT	120.25	133.91	5742.04	5793.4
MARCH1	21.86	21.1	78.5	73.87
MARCH10	3.36	2.43	2.49	3.52
MARCH11	3.36	4.06	23.68	22.28
MARCH2	105.95	99.01	467.29	518.25
MARCH3	47.09	51.94	38.63	51.59
MARCH4	6.73	5.68	94.7	128.98
MARCH5	154.72	190.72	139.56	151.25
MARCH6	713.92	788.03	722.74	833.66
MARCH7	217.79	226.43	165.73	167.67
MARCH8	45.41	48.69	129.59	106.7
MARCH9	190.04	179.36	260.44	279.06
MARCKS	576.85	526.71	1257.32	1312.05
MARCKSL1	1427	1428.36	2512.14	2560.78
MARCO	1.68	0.81	16.2	18.76
MARK1	28.59	34.9	193.15	168.84
MARK2	475.11	491.81	655.45	697.65
MARK3	453.24	438.25	538.32	622.61
MARK4	300.2	312.45	644.23	657.78
MARS	1079.71	1177.59	702.8	786.76
MARS2	117.73	118.49	47.35	57.45
MARVELD1	481.83	444.74	62.31	57.45
MARVELD2	29.43	28.4	7.48	5.86
MARVELD3	22.7	22.72	2.49	1.17
MAS1	0.84	0.81	3.74	4.69
MASP1	148	185.04	95.95	96.15
MASP2	23.55	30.03	76.01	66.83
MAST1	121.93	123.36	2056.07	2041.35
MAST2	680.29	730.41	550.78	651.92
MAST3	210.22	202.08	2011.21	2030.8
MAST4	98.38	79.53	284.11	340.03
MASTL	130.34	142.02	42.37	39.87
MAT1A	94.18	91.71	2.49	2.35
MAT2A	1178.94	1206.8	785.04	866.49
MAT2B	218.63	221.56	343.92	370.52
MATK	146.32	161.5	337.69	396.31
MATN1	4.2	1.62	7.48	11.73
MATN2	119.41	141.21	139.56	160.63
MATN3	188.36	183.41	12.46	15.24
MATN4	10.93	7.3	2.49	1.17
MATR3	854.35	865.94	1248.59	1280.39
MAVS	961.99	1019.33	543.3	587.43
MAX	227.88	227.24	378.82	436.18
MAZ	4219.62	4221.78	2042.36	2201.99
MB	17.66	29.22	3.74	3.52
MBD1	375.88	362.77	464.8	490.11
MBD2	232.93	211.01	100.93	119.6
MBD3	1128.48	1104.55	1269.78	1424.61
MBD4	121.09	135.53	108.41	104.35
MBD5	58.02	40.58	144.55	136.01
MBD6	470.06	525.9	377.57	379.9
MBIP	56.34	36.52	54.83	42.21
MBL1P	1.68	0.81	1.25	4.69
MBL2	5.05	5.68	1.25	1.17
MBLAC1	26.07	18.67	72.27	91.46
MBLAC2	69.79	56.81	89.72	111.39
MBNL1	426.33	439.87	296.57	354.1
MBNL2	215.27	215.07	706.54	701.16
MBNL3	324.59	281.61	13.71	12.9
MBOAT1	100.91	103.88	12.46	14.07
MBOAT2	75.68	97.39	184.42	145.39
MBOAT4	6.73	6.49	2.49	1.17
MBOAT7	848.46	835.1	913.39	983.74
MBP	251.43	253.21	71964.9	75840.69
MBTD1	126.13	112.81	69.78	62.14
MBTPS1	761.85	800.21	560.75	601.5
MBTPS2	141.27	129.85	108.41	94.97
MC1R	231.25	223.99	142.06	167.67
MC3R	0.84	0.81	2.49	1.17
MC4R	0.84	0.81	3.74	8.21
MC5R	1.68	0.81	1.25	1.17
MCAM	650.85	633.02	1008.1	1084.58
MCART1	46.25	32.46	42.37	49.25
MCART6	3.36	8.12	13.71	11.73
MCAT	137.91	116.05	134.58	138.36
MCC	126.13	112	166.98	171.19
MCCC1	116.88	122.55	125.86	132.49
MCCC2	338.88	319.76	104.67	109.04
MCEE	21.02	30.03	16.2	17.59
MCF2	0.84	0.81	43.61	35.18
MCF2L	134.54	121.74	2872.27	3030.95
MCF2L2	7.57	3.25	356.39	393.97
MCFD2	314.5	343.29	201.87	209.88
MCHR1	5.05	7.3	69.78	96.15
MCHR2	0.84	0.81	31.15	24.62
MCL1	1464.84	1467.32	559.5	562.81
MCM10	164.82	164.75	1.25	1.17
MCM2	1696.09	1566.33	94.7	113.73
MCM3	1564.07	1576.88	148.29	170.01
MCM3AP	786.24	809.95	628.04	614.4
MCM3APAS	31.95	30.03	14.95	18.76
MCM4	1383.27	1320.42	185.67	227.47
MCM5	1146.98	1171.91	112.15	152.43
MCM6	664.31	646.82	135.83	106.7
MCM7	2742.16	2795.85	452.34	445.56
MCM8	212.75	188.28	19.94	19.93
MCM9	27.75	32.46	4.98	1.17
MCOLN1	114.36	106.32	256.7	267.33
MCOLN2	10.93	12.17	1.25	2.35
MCOLN3	15.14	17.85	1.25	3.52
MCPH1	76.52	105.5	63.55	57.45
MCRS1	380.93	353.03	292.83	293.13
MCTP1	29.43	26.78	149.53	177.05
MCTP2	45.41	51.13	6.23	3.52
MCTS1	121.09	135.53	122.12	125.46
MDC1	723.17	710.12	309.03	311.89
MDFI	225.36	199.65	14.95	25.8
MDFIC	79.89	100.63	33.64	32.83
MDGA1	36.16	37.33	2538.31	2681.54
MDGA2	22.7	21.1	28.66	25.8
MDH1	536.49	526.71	1378.19	1404.67
MDH1B	3.36	3.25	14.95	23.45
MDH2	1566.59	1492.47	933.33	927.46
MDK	1386.64	1461.64	93.46	97.32
MDM1	37	35.71	24.92	34
MDM2	237.13	281.61	180.68	165.32
MDM4	311.13	287.3	200.62	178.22
MDN1	702.99	728.79	534.58	563.98
MDP1	39.52	29.22	51.09	44.56
MDS2	1.68	1.62	2.49	2.35
ME1	121.09	90.9	133.33	90.28
ME2	188.36	174.49	103.43	121.94
ME3	14.3	33.27	264.17	289.61
MEA1	424.65	466.65	304.05	306.03
MEAF6	132.86	146.89	189.41	175.88
MECOM	21.02	25.16	27.41	26.97
MECP2	504.54	513.72	1431.77	1433.99
MECR	150.52	153.39	165.73	141.87
MED1	417.93	434.19	190.65	200.5
MED10	223.68	228.05	214.33	200.5
MED11	67.27	73.04	63.55	50.42
MED12	695.42	684.96	383.8	406.86
MED12L	60.54	63.3	103.43	97.32
MED13	347.29	355.47	257.94	250.92
MED13L	435.58	462.59	694.08	680.06
MED14	307.77	303.53	198.13	167.67
MED15	1044.39	1089.94	757.63	823.11
MED16	593.67	521.03	571.96	610.88
MED17	116.04	113.62	107.16	85.59
MED18	70.64	82.78	34.89	38.69
MED19	74.84	54.38	63.55	72.7
MED20	127.82	146.08	56.07	44.56
MED21	63.91	72.23	76.01	77.39
MED22	499.49	457.72	307.79	329.48
MED23	167.34	154.2	138.32	144.22
MED24	724.85	726.35	636.76	715.23
MED25	380.09	384.68	398.75	432.66
MED26	134.54	116.87	105.92	99.66
MED27	119.41	111.18	90.97	82.08
MED28	169.86	189.91	94.7	87.94
MED29	336.36	318.95	745.17	771.52
MED30	48.77	58.43	36.14	46.9
MED31	16.82	21.1	19.94	8.21
MED4	130.34	116.87	93.46	105.53
MED6	65.59	60.06	34.89	36.35
MED7	34.48	33.27	41.12	24.62
MED8	197.61	219.94	124.61	121.94
MED9	155.57	136.34	267.91	280.23
MEF2A	265.72	270.25	509.66	538.18
MEF2B	0.84	0.81	1.25	3.52
MEF2C	80.73	98.2	1018.07	988.43
MEF2D	454.08	437.44	1890.34	1854.92
MEFV	5.05	3.25	3.74	2.35
MEG3	108.48	106.32	2868.53	3036.82
MEG8	0.84	0.81	4.98	5.86
MEGF10	17.66	16.23	256.7	281.4
MEGF11	9.25	6.49	281.62	272.02
MEGF6	445.68	449.61	56.07	82.08
MEGF8	750.92	750.7	2743.92	2715.55
MEGF9	114.36	101.45	596.88	582.74
MEI1	5.05	4.06	13.71	5.86
MEIG1	0.84	0.81	1.25	3.52
MEIS1	32.79	38.96	215.58	239.19
MEIS2	108.48	114.43	153.27	153.6
MEIS3	108.48	124.17	256.7	273.2
MEIS3P1	24.39	23.54	44.86	28.14
MELK	159.77	156.63	1.25	2.35
MEMO1	34.48	23.54	13.71	17.59
MEN1	520.51	590.82	409.97	384.59
MEOX1	5.89	6.49	1.25	1.17
MEOX2	10.09	9.74	2.49	2.35
MEP1A	9.25	6.49	1.25	2.35
MEP1B	0.84	0.81	2.49	2.35
MEPCE	644.97	647.63	469.78	531.15
MEPE	0.84	0.81	13.71	15.24
MERTK	80.73	64.93	69.78	83.25
MESDC1	677.76	608.68	530.84	562.81
MESDC2	341.4	355.47	166.98	194.64
MESP1	47.93	35.71	103.43	111.39
MESP2	5.89	4.06	7.48	15.24
MEST	175.75	175.3	57.32	76.21
MESTIT1	1.68	1.62	4.98	2.35
MET	434.74	435.81	85.98	96.15
METAP1	276.65	268.63	98.44	98.49
METAP2	423.81	460.16	175.7	158.29
METRN	380.93	383.87	1077.88	1072.85
METRNL	434.74	398.48	166.98	167.67
METT10D	207.7	250.77	153.27	164.15
METT11D1	292.63	319.76	132.09	139.53
METT5D1	20.18	23.54	21.18	19.93
METTL1	86.61	88.46	24.92	25.8
METTL10	48.77	53.56	49.84	59.8
METTL11A	166.5	145.27	107.16	98.49
METTL12	44.57	49.51	11.21	17.59
METTL13	482.67	485.32	264.17	300.16
METTL14	55.5	62.49	42.37	38.69
METTL2A	68.95	64.93	24.92	37.52
METTL2B	60.54	64.93	28.66	38.69
METTL3	308.61	290.54	188.16	182.91
METTL4	60.54	49.51	24.92	34
METTL5	83.25	78.72	54.83	64.49
METTL6	43.73	51.13	37.38	38.69
METTL7A	163.13	174.49	474.76	480.73
METTL7B	19.34	18.67	14.95	22.28
METTL8	74	80.35	42.37	60.97
METTL9	528.92	514.53	306.54	327.13
MEX3A	413.72	413.09	34.89	26.97
MEX3B	124.45	95.77	56.07	52.76
MEX3C	243.02	266.19	148.29	155.94
MEX3D	478.47	410.65	269.16	286.09
MFAP1	216.95	211.82	124.61	130.15
MFAP2	85.77	83.59	1.25	1.17
MFAP3	123.61	134.72	105.92	106.7
MFAP3L	11.77	20.29	280.37	263.82
MFAP4	433.9	407.41	58.57	59.8
MFAP5	3.36	3.25	2.49	1.17
MFF	121.09	112.81	221.81	240.37
MFGE8	859.4	889.48	537.07	533.49
MFHAS1	357.38	340.05	244.24	186.43
MFI2	354.02	326.25	44.86	59.8
MFN1	104.27	99.82	73.52	66.83
MFN2	1007.39	948.72	1520.24	1615.73
MFNG	80.73	76.29	28.66	35.18
MFSD1	145.48	155.01	64.8	80.9
MFSD10	499.49	485.32	377.57	381.07
MFSD11	71.48	77.1	39.88	49.25
MFSD2A	42.89	45.45	144.55	121.94
MFSD2B	5.05	1.62	3.74	1.17
MFSD3	218.63	230.49	267.91	310.72
MFSD4	9.25	4.87	634.27	694.13
MFSD5	155.57	159.07	147.04	134.84
MFSD6	105.95	112.81	665.42	717.58
MFSD7	5.05	3.25	31.15	28.14
MFSD8	37.84	44.64	32.4	41.04
MFSD9	68.95	64.93	57.32	63.32
MGA	284.22	324.63	221.81	252.09
MGAM	1.68	3.25	3.74	2.35
MGAT1	897.24	844.84	654.2	695.3
MGAT2	222	252.4	83.49	73.87
MGAT3	95.02	97.39	1808.09	2008.52
MGAT4A	103.43	101.45	257.94	269.68
MGAT4B	965.35	982	462.3	512.39
MGAT4C	1.68	2.43	6.23	4.69
MGAT5	80.73	81.16	169.47	131.32
MGAT5B	193.41	185.85	852.33	994.29
MGC12916	47.09	45.45	2.49	3.52
MGC12982	104.27	90.08	6.23	7.04
MGC14436	3.36	6.49	1.25	3.52
MGC16025	21.02	10.55	6.23	5.86
MGC16121	7.57	11.36	1.25	1.17
MGC16142	3.36	1.62	7.48	3.52
MGC16275	10.09	17.04	57.32	77.39
MGC16703	3.36	10.55	9.97	18.76
MGC21881	3.36	1.62	3.74	5.86
MGC23270	14.3	13.8	3.74	2.35
MGC23284	29.43	30.03	67.29	85.59
MGC27382	0.84	2.43	1.25	1.17
MGC2752	181.63	159.88	295.33	347.06
MGC2889	2.52	1.62	2.49	3.52
MGC29506	833.33	850.52	2.49	4.69
MGC3771	0.84	4.06	12.46	16.42
MGC42105	15.98	17.04	118.38	117.25
MGC4473	0.84	1.62	1.25	1.17
MGC45800	49.61	54.38	6.23	9.38
MGC57346	89.14	82.78	100.93	99.66
MGC70857	270.77	245.91	205.61	245.06
MGC72080	13.45	21.91	4.98	16.42
MGC87042	17.66	21.1	4.98	5.86
MGEA5	597.88	634.65	1128.97	1137.34
MGLL	376.72	414.71	2188.16	2172.67
MGMT	97.54	112	90.97	98.49
MGP	104.27	103.07	59.81	48.07
MGRN1	798.85	749.89	1551.4	1620.42
MGST1	286.75	310.83	93.46	99.66
MGST2	67.27	76.29	37.38	41.04
MGST3	167.34	187.47	457.32	534.67
MIA	51.29	50.32	3.74	5.86
MIA2	5.05	4.87	1.25	2.35
MIA3	328.79	309.21	341.43	345.89
MIAT	189.2	186.66	2431.15	2435.32
MIB1	259	300.28	276.63	293.13
MIB2	533.97	512.91	1031.77	1183.07
MICA	143.79	141.21	34.89	31.66
MICAL1	393.54	391.18	367.6	392.79
MICAL2	153.04	158.26	2068.53	2233.64
MICAL3	516.31	499.93	2069.78	2103.49
MICALCL	4.2	3.25	2.49	2.35
MICALL1	329.63	325.44	201.87	211.05
MICALL2	327.11	323.82	302.8	298.99
MICB	140.43	120.92	8.72	15.24
MID1	118.57	117.68	133.33	126.63
MID1IP1	877.05	802.64	1223.67	1327.29
MID2	37	29.22	118.38	104.35
MIDN	1042.71	1002.29	621.81	635.5
MIER1	93.34	88.46	102.18	85.59
MIER2	241.34	253.21	225.54	233.33
MIER3	93.34	94.14	87.23	83.25
MIF	4244	4010.77	1783.17	1907.68
MIF4GD	134.54	144.46	49.84	51.59
MIIP	235.45	215.88	144.55	185.26
MIMT1	5.05	4.06	13.71	4.69
MINA	115.2	103.88	79.75	55.11
MINK1	819.03	778.29	2229.28	2343.86
MINPP1	163.13	142.02	41.12	56.28
MIOS	153.04	151.76	88.47	87.94
MIOX	5.05	4.06	1.25	1.17
MIP	0.84	1.62	2.49	3.52
MIPEP	74.84	68.98	21.18	25.8
MIPOL1	23.55	19.48	7.48	4.69
MIR1204	1.68	1.62	1.25	1.17
MIR1224	1.68	1.62	3.74	1.17
MIR1227	1.68	0.81	1.25	1.17
MIR1236	0.84	0.81	1.25	2.35
MIR1238	1.68	1.62	1.25	1.17
MIR1247	1.68	0.81	3.74	2.35
MIR1249	0.84	0.81	3.74	3.52
MIR1250	0.84	0.81	1.25	3.52
MIR1257	0.84	1.62	1.25	1.17
MIR1276	0.84	0.81	2.49	1.17
MIR1282	14.3	15.42	8.72	4.69
MIR1287	0.84	0.81	1.25	2.35
MIR1292	1.68	0.81	2.49	1.17
MIR1301	0.84	0.81	1.25	2.35
MIR1304	2.52	1.62	1.25	2.35
MIR130B	0.84	1.62	1.25	1.17
MIR138-2	0.84	0.81	1.25	2.35
MIR142	3.36	3.25	1.25	1.17
MIR1469	0.84	1.62	1.25	1.17
MIR149	1.68	0.81	1.25	1.17
MIR155HG	2.52	4.06	3.74	2.35
MIR17HG	52.98	45.45	1.25	1.17
MIR1908	1.68	1.62	2.49	1.17
MIR1909	1.68	1.62	2.49	1.17
MIR1914	5.89	5.68	4.98	5.86
MIR1915	1.68	0.81	1.25	1.17
MIR192	0.84	1.62	1.25	1.17
MIR21	2.52	2.43	1.25	3.52
MIR210	3.36	6.49	2.49	4.69
