Feature.ID	UHR_1	UHR_2	brain_1	brain_2
LOC100128640	16.82	14.61	12.46	9.38
LOC100128675	3.36	4.06	27.41	44.56
LOC100128788	4.2	5.68	3.74	2.35
LOC100128811	0.84	0.81	6.23	5.86
LOC100128822	73.16	60.06	94.7	116.08
LOC100128977	0.84	0.81	8.72	5.86
LOC100129034	341.4	380.63	321.49	345.89
LOC100129055	1.68	1.62	2.49	3.52
LOC100129066	0.84	1.62	1.25	1.17
LOC100129387	77.36	64.11	28.66	38.69
LOC100129534	27.75	27.59	122.12	113.73
LOC100129550	39.52	32.46	76.01	57.45
LOC100129637	252.27	219.94	170.72	179.39
LOC100129716	3.36	3.25	1.25	1.17
LOC100129726	6.73	8.12	4.98	3.52
LOC100129794	12.61	12.17	6.23	5.86
LOC100130015	26.91	24.35	29.91	38.69
LOC100130093	27.75	33.27	58.57	38.69
LOC100130148	1.68	0.81	17.45	21.11
LOC100130238	12.61	12.17	270.4	283.75
LOC100130274	1.68	1.62	3.74	1.17
LOC100130331	93.34	109.56	23.68	37.52
LOC100130522	6.73	2.43	6.23	10.55
LOC100130557	26.91	19.48	24.92	23.45
LOC100130581	37.84	27.59	22.43	9.38
LOC100130691	21.86	10.55	9.97	14.07
LOC100130776	56.34	59.24	69.78	49.25
LOC100130872	36.16	47.07	13.71	15.24
LOC100130872-SPON2	1.68	0.81	2.49	1.17
LOC100130932	5.89	4.06	2.49	3.52
LOC100130933	1.68	0.81	7.48	3.52
LOC100130987	18.5	14.61	18.69	26.97
LOC100131193	70.64	61.68	68.54	70.35
LOC100131244	4.2	8.93	7.48	7.04
LOC100131434	10.93	7.3	6.23	7.04
LOC100131496	5.05	6.49	1.25	1.17
LOC100131551	4.2	1.62	2.49	2.35
LOC100131691	30.27	39.77	19.94	29.31
LOC100131726	3.36	6.49	1.25	1.17
LOC100131801	50.45	55.19	44.86	36.35
LOC100132111	2.52	1.62	4.98	7.04
LOC100132163	7.57	3.25	1.25	3.52
LOC100132215	12.61	7.3	21.18	30.49
LOC100132247	10.09	21.91	19.94	16.42
LOC100132288	94.18	81.97	118.38	105.53
LOC100132354	3.36	3.25	3.74	3.52
LOC100132707	34.48	16.23	16.2	16.42
LOC100132724	31.11	26.78	2.49	7.04
LOC100132831	16.82	11.36	8.72	12.9
LOC100132832	2.52	2.43	3.74	1.17
LOC100132891	13.45	14.61	17.45	18.76
LOC100133091	13.45	17.04	9.97	14.07
LOC100133161	2.52	3.25	2.49	5.86
LOC100133315	7.57	7.3	6.23	10.55
LOC100133331	13.45	14.61	2.49	8.21
LOC100133469	31.95	36.52	1.25	1.17
LOC100133545	35.32	21.1	43.61	36.35
LOC100133612	5.89	3.25	1.25	1.17
LOC100133669	3.36	1.62	32.4	24.62
LOC100133957	4.2	2.43	3.74	2.35
LOC100133985	7.57	5.68	4.98	8.21
LOC100133991	12.61	6.49	12.46	8.21
LOC100134229	51.29	34.9	24.92	24.62
LOC100134259	9.25	4.87	4.98	2.35
LOC100134317	0.84	0.81	3.74	2.35
LOC100134368	7.57	6.49	8.72	11.73
LOC100134713	14.3	12.99	17.45	12.9
LOC100134868	1.68	4.87	3.74	4.69
LOC100144597	0.84	3.25	2.49	1.17
LOC100144603	3.36	8.12	11.21	11.73
LOC100144604	1.68	1.62	2.49	3.52
LOC100188947	0.84	1.62	2.49	1.17
LOC100188949	6.73	2.43	1.25	3.52
LOC100189589	0.84	0.81	33.64	31.66
LOC100190938	19.34	17.04	11.21	8.21
LOC100190939	44.57	25.97	34.89	52.76
LOC100190940	0.84	1.62	6.23	4.69
LOC100192378	0.84	0.81	4.98	11.73
LOC100192379	0.84	1.62	6.23	12.9
LOC100216001	2.52	1.62	1.25	1.17
LOC100216545	76.52	80.35	88.47	87.94
LOC100233209	0.84	1.62	3.74	2.35
LOC100240726	1.68	0.81	1.25	5.86
LOC100240735	0.84	1.62	1.25	2.35
LOC100268168	5.89	4.87	4.98	7.04
LOC100270746	12.61	8.93	12.46	10.55
LOC100270804	18.5	6.49	9.97	3.52
LOC100271722	11.77	12.17	14.95	17.59
LOC100271832	0.84	0.81	1.25	2.35
LOC100271836	9.25	8.12	13.71	15.24
LOC100271874	10.09	8.12	19.94	17.59
LOC100272146	37	17.85	17.45	21.11
LOC100272216	0.84	0.81	2.49	4.69
LOC100272217	16.82	11.36	12.46	9.38
LOC100272228	26.91	28.4	18.69	25.8
LOC100286793	1.68	0.81	6.23	3.52
LOC100286844	5.89	7.3	14.95	12.9
LOC100286938	0.84	0.81	2.49	1.17
LOC100287216	11.77	17.04	23.68	17.59
LOC100287227	9.25	8.93	3.74	3.52
LOC100287428	3.36	2.43	14.95	14.07
LOC100287718	0.84	0.81	2.49	2.35
LOC100288428	1.68	4.06	3.74	7.04
LOC100288730	15.14	12.17	13.71	17.59
LOC100288778	19.34	17.04	17.45	31.66
LOC100289019	85.77	94.95	99.69	98.49
LOC100289341	24.39	34.09	29.91	28.14
LOC100289511	7.57	3.25	13.71	12.9
LOC100289673	0.84	2.43	1.25	1.17
LOC100292680	2.52	0.81	4.98	3.52
LOC100294362	17.66	17.04	24.92	22.28
LOC100302401	5.05	4.87	4.98	5.86
LOC100302640	3.36	2.43	13.71	19.93
LOC100302650	4.2	11.36	24.92	19.93
LOC100302652	0.84	0.81	1.25	2.35
LOC100303728	11.77	14.61	23.68	21.11
LOC100306951	34.48	39.77	17.45	15.24
LOC100329109	21.86	22.72	79.75	82.08
LOC100329135	0.84	1.62	3.74	1.17
LOC100335030	7.57	9.74	8.72	4.69
LOC100379224	1.68	6.49	6.23	12.9
LOC100422737	1.68	0.81	1.25	1.17
LOC113230	33.64	38.96	148.29	154.77
LOC115110	24.39	26.78	3.74	2.35
LOC116437	1.68	1.62	1.25	1.17
LOC121456	7.57	6.49	32.4	45.73
LOC121838	1.68	0.81	3.74	2.35
LOC121952	0.84	0.81	2.49	3.52
LOC127841	0.84	1.62	1.25	1.17
LOC128102	5.05	5.68	11.21	21.11
LOC134466	1.68	1.62	11.21	12.9
LOC139201	10.09	6.49	18.69	22.28
LOC143188	3.36	4.87	3.74	4.69
LOC143666	36.16	33.27	67.29	65.66
LOC144438	130.34	139.59	67.29	71.52
LOC144486	5.05	8.12	2.49	2.35
LOC144571	11.77	8.12	17.45	15.24
LOC145474	1.68	1.62	2.49	1.17
LOC145783	15.14	17.04	49.84	49.25
LOC145820	0.84	0.81	3.74	3.52
LOC145837	1.68	1.62	4.98	5.86
LOC146336	15.98	3.25	1.25	1.17
LOC146880	160.61	152.57	215.58	204.02
LOC147727	97.54	112.81	125.86	128.98
LOC147804	35.32	29.22	27.41	22.28
LOC148145	0.84	4.06	2.49	2.35
LOC148189	22.7	25.16	29.91	32.83
LOC148413	221.16	188.28	130.84	148.91
LOC148696	5.05	5.68	29.91	19.93
LOC148709	10.93	8.12	7.48	7.04
LOC148824	1.68	0.81	1.25	1.17
LOC149134	7.57	4.87	19.94	21.11
LOC149837	6.73	3.25	21.18	12.9
LOC150197	20.18	15.42	3.74	3.52
LOC150381	9.25	10.55	11.21	17.59
LOC150568	0.84	0.81	24.92	30.49
LOC150622	0.84	0.81	309.03	317.75
LOC150776	183.32	164.75	219.31	230.99
LOC150786	10.93	8.93	29.91	19.93
LOC151009	0.84	0.81	4.98	3.52
LOC151162	406.99	408.22	738.94	749.24
LOC151174	8.41	7.3	57.32	42.21
LOC151534	58.02	64.93	2.49	2.35
LOC152217	210.22	219.12	160.75	211.05
LOC152225	9.25	2.43	1.25	1.17
LOC153328	5.89	4.06	28.66	52.76
LOC153684	23.55	24.35	4.98	10.55
LOC153910	3.36	1.62	2.49	1.17
LOC154761	4.2	3.25	2.49	3.52
LOC154822	11.77	17.85	1.25	2.35
LOC157381	1.68	0.81	2.49	2.35
LOC157627	15.98	11.36	2230.52	2287.58
LOC158376	1.68	0.81	27.41	15.24
LOC158572	5.89	12.99	17.45	18.76
LOC158696	2.52	0.81	17.45	29.31
LOC162632	0.84	0.81	72.27	45.73
LOC168474	8.41	5.68	17.45	19.93
LOC1720	1.68	1.62	1.25	1.17
LOC200726	0.84	1.62	4.98	3.52
LOC202181	21.02	21.91	28.66	31.66
LOC202781	110.16	116.87	93.46	94.97
LOC219347	13.45	5.68	17.45	31.66
LOC220429	0.84	1.62	1.25	1.17
LOC220594	8.41	8.12	49.84	31.66
LOC220729	41.2	43.01	48.6	52.76
LOC220906	47.93	50.32	104.67	79.73
LOC220930	42.04	34.09	23.68	21.11
LOC221122	1.68	0.81	1.25	1.17
LOC221442	17.66	13.8	59.81	55.11
LOC221710	126.98	115.24	458.57	460.8
LOC222699	20.18	16.23	2.49	4.69
LOC253039	114.36	124.17	85.98	104.35
LOC253724	4.2	2.43	6.23	4.69
LOC254559	8.41	3.25	292.83	270.85
LOC255167	0.84	3.25	71.03	63.32
LOC255512	10.93	9.74	18.69	22.28
LOC256880	3.36	5.68	4.98	8.21
LOC257358	10.09	11.36	1.25	1.17
LOC25845	252.27	242.66	125.86	161.81
LOC26102	5.05	2.43	6.23	7.04
LOC282997	18.5	21.91	2.49	3.52
LOC283050	2.52	4.87	6.23	5.86
LOC283070	58.02	51.13	606.85	716.41
LOC283174	121.93	150.14	751.4	796.14
LOC283267	74	72.23	225.54	234.5
LOC283314	37	43.01	14.95	10.55
LOC283332	0.84	0.81	1.25	2.35
LOC283392	5.05	5.68	125.86	165.32
LOC283404	2.52	4.06	3.74	1.17
LOC283663	8.41	3.25	11.21	15.24
LOC283711	1.68	0.81	22.43	28.14
LOC283731	4.2	1.62	12.46	15.24
LOC283761	0.84	1.62	3.74	8.21
LOC283856	0.84	1.62	4.98	9.38
LOC283867	2.52	0.81	1.25	1.17
LOC283922	10.93	9.74	9.97	8.21
LOC283999	0.84	0.81	240.5	235.68
LOC284009	3.36	3.25	7.48	5.86
LOC284023	26.07	26.78	49.84	55.11
LOC284100	1.68	1.62	29.91	39.87
LOC284232	6.73	5.68	3.74	2.35
LOC284233	5.05	4.87	11.21	9.38
LOC284379	0.84	2.43	1.25	1.17
LOC284412	2.52	1.62	8.72	10.55
LOC284440	8.41	8.93	19.94	30.49
LOC284551	13.45	22.72	1.25	2.35
LOC284578	0.84	0.81	16.2	14.07
LOC284632	0.84	0.81	3.74	4.69
LOC284749	5.05	2.43	2.49	2.35
LOC284798	0.84	0.81	3.74	3.52
LOC284837	11.77	13.8	18.69	15.24
LOC284900	42.89	47.07	127.1	113.73
LOC285033	5.05	6.49	2.49	2.35
LOC285045	1.68	0.81	2.49	1.17
LOC285074	25.23	17.85	19.94	10.55
LOC285205	0.84	0.81	2.49	7.04
LOC285359	1.68	3.25	9.97	7.04
LOC285370	0.84	0.81	3.74	1.17
LOC285375	0.84	1.62	2.49	2.35
LOC285401	9.25	7.3	1.25	1.17
LOC285419	0.84	1.62	1.25	1.17
LOC285456	2.52	0.81	2.49	2.35
LOC285501	1.68	1.62	1.25	1.17
LOC285548	2.52	0.81	1.25	1.17
LOC285593	0.84	1.62	6.23	3.52
LOC285696	10.09	8.12	47.35	57.45
LOC285733	20.18	20.29	3.74	1.17
LOC285735	1.68	1.62	1.25	1.17
LOC285740	1.68	0.81	2.49	2.35
LOC285768	2.52	1.62	1.25	1.17
LOC285780	0.84	1.62	12.46	22.28
LOC285796	0.84	0.81	11.21	16.42
LOC285830	25.23	21.91	8.72	8.21
LOC285847	3.36	1.62	4.98	3.52
LOC285954	0.84	0.81	7.48	2.35
LOC286002	0.84	0.81	97.2	99.66
LOC286367	9.25	7.3	28.66	18.76
LOC286467	32.79	34.09	17.45	21.11
LOC29034	1.68	1.62	1.25	1.17
LOC338651	3.36	3.25	43.61	35.18
LOC338758	10.09	13.8	97.2	99.66
LOC338799	110.16	92.52	124.61	133.67
LOC339290	130.34	141.21	191.9	223.95
LOC339524	4.2	3.25	17.45	15.24
LOC339535	6.73	8.93	1.25	2.35
LOC339674	12.61	9.74	250.47	259.13
LOC339788	0.84	0.81	2.49	1.17
LOC340017	0.84	0.81	2.49	2.35
LOC340074	0.84	1.62	1.25	1.17
LOC340357	2.52	4.87	1.25	1.17
LOC340508	1.68	0.81	9.97	8.21
LOC341056	47.09	53.56	28.66	28.14
LOC342346	3.36	1.62	11.21	9.38
LOC344595	17.66	20.29	51.09	25.8
LOC344887	18.5	17.85	2.49	1.17
LOC344967	25.23	43.82	84.73	98.49
LOC345643	16.82	18.67	1.25	1.17
LOC347376	7.57	5.68	1.25	2.35
LOC348840	1.68	4.06	6.23	7.04
LOC348926	16.82	13.8	12.46	11.73
LOC374443	21.02	22.72	3.74	4.69
LOC374491	0.84	0.81	1.25	2.35
LOC375190	8.41	3.25	27.41	24.62
LOC375196	0.84	0.81	4.98	11.73
LOC387646	7.57	3.25	17.45	23.45
LOC387647	78.2	69.79	118.38	117.25
LOC388152	15.98	9.74	2.49	2.35
LOC388387	1.68	0.81	1.25	1.17
LOC388428	1.68	1.62	8.72	12.9
LOC388499	15.14	11.36	4.98	9.38
LOC388564	95.86	92.52	9.97	4.69
LOC388588	26.91	37.33	14.95	7.04
LOC388692	21.02	18.67	16.2	28.14
LOC388789	141.27	142.02	142.06	128.98
LOC388796	205.18	186.66	59.81	78.56
LOC389033	1.68	0.81	3.74	3.52
LOC389332	5.89	1.62	47.35	29.31
LOC389333	49.61	54.38	27.41	36.35
LOC389458	5.05	4.87	4.98	5.86
LOC389493	0.84	0.81	9.97	9.38
LOC389634	0.84	3.25	2.49	2.35
LOC389705	1.68	0.81	9.97	10.55
LOC389765	3.36	6.49	9.97	11.73
LOC389791	5.05	2.43	1.25	4.69
LOC390251	11.77	8.12	6.23	7.04
LOC390595	60.54	59.24	87.23	93.8
LOC391322	21.86	22.72	4.98	8.21
LOC399744	14.3	23.54	22.43	22.28
LOC399753	1.68	5.68	7.48	4.69
LOC399815	4.2	12.17	2.49	2.35
LOC399959	147.16	150.14	127.1	151.25
LOC400027	63.07	81.97	125.86	113.73
LOC400043	14.3	12.99	8.72	5.86
LOC400657	37.84	43.01	51.09	75.04
LOC400696	0.84	1.62	1.25	1.17
LOC400752	9.25	11.36	17.45	11.73
LOC400759	1.68	0.81	1.25	3.52
LOC400794	1.68	1.62	1.25	1.17
LOC400891	0.84	1.62	2.49	8.21
LOC400927	8.41	7.3	4.98	8.21
LOC400931	27.75	13.8	44.86	64.49
LOC400940	0.84	0.81	12.46	12.9
LOC401010	67.27	82.78	42.37	58.63
LOC401052	24.39	25.16	12.46	9.38
LOC401093	5.89	10.55	21.18	17.59
LOC401097	23.55	17.85	206.85	187.6
LOC401127	40.36	40.58	23.68	23.45
LOC401242	5.05	6.49	3.74	2.35
LOC401387	0.84	1.62	3.74	2.35
LOC401397	43.73	51.94	23.68	12.9
LOC401431	17.66	17.04	69.78	50.42
LOC401463	0.84	0.81	2.49	5.86
LOC401588	30.27	30.03	24.92	17.59
LOC402160	3.36	3.25	2.49	5.86
LOC402377	6.73	7.3	4.98	2.35
LOC402778	62.23	89.27	271.65	284.92
LOC404266	4.2	4.06	1.25	1.17
LOC407835	216.95	218.31	184.42	220.43
LOC415056	0.84	1.62	7.48	2.35
LOC439994	8.41	4.87	4.98	5.86
LOC440040	0.84	0.81	1.25	3.52
LOC440173	4.2	8.12	1.25	1.17
LOC440300	1.68	2.43	1.25	1.17
LOC440335	12.61	13.8	6.23	3.52
LOC440354	5.89	2.43	2.49	1.17
LOC440356	4.2	4.06	7.48	7.04
LOC440461	1.68	0.81	17.45	16.42
LOC440563	1.68	1.62	1.25	1.17
LOC440839	0.84	0.81	1.25	3.52
LOC440896	0.84	0.81	4.98	2.35
LOC440905	15.98	17.04	1.25	1.17
LOC440910	4.2	7.3	1.25	1.17
LOC440925	18.5	14.61	2.49	1.17
LOC440944	55.5	52.75	24.92	18.76
LOC441046	15.98	17.85	4.98	8.21
LOC441177	3.36	4.87	1.25	3.52
LOC441204	4.2	4.06	22.43	31.66
LOC441208	26.91	16.23	34.89	21.11
LOC441454	2.52	1.62	4.98	2.35
LOC441455	10.09	14.61	16.2	25.8
LOC441601	12.61	11.36	1.25	1.17
LOC441666	4.2	5.68	6.23	9.38
LOC441869	21.02	12.99	337.69	331.82
LOC442421	0.84	0.81	4.98	3.52
LOC442454	96.7	76.29	109.66	113.73
LOC442459	13.45	8.93	8.72	9.38
LOC493754	95.02	93.33	93.46	90.28
LOC494141	0.84	1.62	1.25	1.17
LOC541471	37	46.26	3.74	5.86
LOC541473	0.84	0.81	2.49	1.17
LOC550112	36.16	43.01	39.88	29.31
LOC550643	101.75	107.13	103.43	102.01
LOC554202	2.52	7.3	7.48	15.24
LOC55908	42.89	36.52	3.74	5.86
LOC572558	0.84	0.81	2.49	1.17
LOC595101	5.89	2.43	6.23	3.52
LOC613037	0.84	1.62	3.74	4.69
LOC619207	42.89	61.68	47.35	69.18
LOC63930	21.86	21.91	4.98	3.52
LOC641298	3.36	1.62	2.49	3.52
LOC641367	1.68	4.87	1.25	2.35
LOC641518	4.2	7.3	1.25	2.35
LOC641746	1.68	2.43	2.49	1.17
LOC642006	0.84	1.62	1.25	1.17
LOC642313	0.84	0.81	1.25	2.35
LOC642361	21.02	10.55	11.21	9.38
LOC642587	6.73	4.87	1.25	1.17
LOC642597	0.84	0.81	72.27	58.63
LOC642846	52.14	68.17	9.97	5.86
LOC642852	271.61	228.86	336.45	359.96
LOC643008	13.45	15.42	64.8	53.94
LOC643037	0.84	0.81	7.48	4.69
LOC643387	10.93	4.06	7.48	2.35
LOC643486	0.84	1.62	1.25	1.17
LOC643596	6.73	11.36	4.98	5.86
LOC643677	2.52	0.81	2.49	1.17
LOC643719	5.89	2.43	13.71	12.9
LOC643763	3.36	1.62	81	75.04
LOC643837	13.45	20.29	22.43	24.62
LOC643923	0.84	0.81	3.74	3.52
LOC644165	0.84	0.81	6.23	2.35
LOC644172	0.84	2.43	11.21	14.07
LOC644189	0.84	1.62	3.74	3.52
LOC644538	55.5	73.04	31.15	12.9
LOC644649	7.57	4.87	13.71	2.35
LOC644759	0.84	0.81	2.49	1.17
LOC644936	42.04	47.88	29.91	21.11
LOC645158	3.36	3.25	1.25	2.35
LOC645166	9.25	8.93	11.21	21.11
LOC645323	5.05	5.68	113.4	126.63
LOC645332	15.98	21.1	6.23	7.04
LOC645431	10.93	8.12	9.97	7.04
LOC645638	8.41	8.12	1.25	3.52
LOC645676	26.91	17.85	33.64	30.49
LOC645752	0.84	0.81	14.95	11.73
LOC645961	2.52	0.81	1.25	1.17
LOC646201	2.52	2.43	6.23	4.69
LOC646214	77.36	68.98	37.38	62.14
LOC646396	2.52	1.62	2.49	2.35
LOC646471	52.14	49.51	125.86	114.91
LOC646627	1.68	2.43	3.74	4.69
LOC646762	138.75	176.11	228.04	212.23
LOC646851	31.95	36.52	21.18	12.9
LOC646870	6.73	8.12	2.49	7.04
LOC646982	1.68	2.43	1.25	2.35
LOC646999	2.52	4.87	7.48	10.55
LOC647012	1.68	0.81	1.25	1.17
LOC647121	9.25	7.3	3.74	5.86
LOC647288	1.68	3.25	1.25	3.52
LOC647309	0.84	0.81	3.74	2.35
LOC647946	5.89	6.49	1.25	1.17
LOC647979	792.97	775.86	1831.77	1946.38
LOC648691	1.68	1.62	1.25	1.17
LOC648740	11.77	6.49	32.4	44.56
LOC649395	4.2	3.25	8.72	5.86
LOC650226	1.68	0.81	1.25	1.17
LOC650368	14.3	15.42	1.25	2.35
LOC650623	31.95	28.4	117.13	139.53
LOC651250	254.79	275.12	498.44	469.01
LOC652276	15.14	13.8	12.46	15.24
LOC653113	14.3	13.8	11.21	8.21
LOC653566	68.95	63.3	48.6	44.56
LOC653653	15.98	12.99	6.23	11.73
LOC653786	0.84	0.81	1.25	4.69
LOC654342	10.93	19.48	11.21	7.04
LOC654433	70.64	74.66	43.61	37.52
LOC678655	58.02	59.24	112.15	109.04
LOC723809	1.68	0.81	2.49	1.17
LOC723972	53.82	62.49	36.14	42.21
LOC727677	0.84	2.43	1.25	1.17
LOC727896	8.41	8.93	7.48	7.04
LOC728024	21.86	13.8	16.2	15.24
LOC728190	20.18	22.72	21.18	19.93
LOC728264	3.36	3.25	24.92	22.28
LOC728276	0.84	0.81	1.25	3.52
LOC728323	1.68	1.62	3.74	4.69
LOC728392	87.45	104.69	1735.82	1763.46
LOC728554	21.86	20.29	22.43	16.42
LOC728606	3.36	8.12	1.25	4.69
LOC728613	12.61	15.42	14.95	8.21
LOC728619	2.52	7.3	2.49	1.17
LOC728643	10.09	8.93	1.25	1.17
LOC728723	8.41	5.68	7.48	7.04
LOC728743	142.11	123.36	199.38	236.85
LOC728758	20.18	21.1	11.21	21.11
LOC728819	5.05	6.49	1.25	3.52
LOC728853	10.93	10.55	19.94	21.11
LOC728989	1.68	2.43	11.21	10.55
LOC729020	14.3	21.91	7.48	19.93
LOC729080	0.84	0.81	4.98	4.69
LOC729082	79.04	94.14	326.48	307.2
LOC729156	1.68	0.81	2.49	1.17
LOC729176	8.41	5.68	4.98	3.52
LOC729234	10.93	15.42	54.83	57.45
LOC729375	7.57	10.55	8.72	12.9
LOC729467	0.84	0.81	2.49	1.17
LOC729603	18.5	25.16	9.97	12.9
LOC729609	0.84	0.81	1.25	2.35
LOC729668	2.52	2.43	1.25	2.35
LOC729678	163.13	159.07	282.87	280.23
LOC729799	43.73	34.9	72.27	68.01
LOC729991	55.5	55.19	158.25	127.8
LOC730005	2.52	1.62	6.23	5.86
LOC730101	123.61	97.39	26.17	28.14
LOC730668	2.52	2.43	1.25	1.17
LOC730755	3.36	1.62	1.25	1.17
LOC730811	0.84	0.81	19.94	18.76
LOC731275	2.52	1.62	2.49	2.35
LOC731789	3.36	5.68	1.25	3.52
LOC80054	10.93	24.35	19.94	29.31
LOC81691	68.95	76.29	17.45	18.76
LOC84740	136.23	137.16	9.97	12.9
LOC84856	25.23	28.4	36.14	39.87
LOC84931	2.52	2.43	1.25	1.17
LOC84989	4.2	8.93	6.23	5.86
LOC90246	11.77	9.74	3.74	1.17
LOC90586	1.68	2.43	1.25	1.17
LOC90784	144.63	143.65	88.47	90.28
LOC90834	18.5	19.48	22.43	30.49
LOC91149	1.68	1.62	8.72	12.9
LOC91316	121.09	104.69	264.17	270.85
LOC91450	3.36	2.43	3.74	4.69
LOC91948	2.52	1.62	1.25	2.35
LOC92249	143.79	126.6	201.87	173.53
LOC92659	42.04	43.82	18.69	25.8
LOC92973	15.14	12.17	173.21	199.33
LOC93432	0.84	2.43	1.25	1.17
LOC93622	179.95	198.83	176.95	181.74
LOC96610	40.36	43.82	51.09	76.21
LOH12CR1	39.52	54.38	73.52	76.21
LOH12CR2	1.68	4.06	8.72	14.07
LOH3CR2A	1.68	4.06	4.98	5.86
LONP1	1821.38	1670.21	1026.79	1057.61
LONP2	375.88	357.09	397.51	401
LONRF1	192.57	177.73	144.55	151.25
LONRF2	128.66	151.76	2102.17	2036.66
LONRF3	21.02	12.17	54.83	55.11
LOR	0.84	1.62	4.98	3.52
LOX	440.63	429.32	16.2	10.55
LOXHD1	0.84	0.81	9.97	9.38
LOXL1	826.6	784.79	16.2	15.24
LOXL2	1578.36	1563.08	57.32	55.11
LOXL3	189.2	238.6	28.66	30.49
LOXL4	76.52	73.04	11.21	15.24
LPAL2	2.52	2.43	2.49	2.35
LPAR1	98.38	107.13	560.75	513.56
LPAR2	146.32	137.97	34.89	24.62
LPAR3	21.02	17.04	7.48	8.21
LPAR4	3.36	1.62	2.49	2.35
LPAR5	22.7	25.16	42.37	50.42
LPAR6	44.57	53.56	24.92	17.59
LPCAT1	1143.62	1085.88	457.32	494.8
LPCAT2	58.02	46.26	24.92	38.69
LPCAT3	251.43	220.75	103.43	118.42
LPCAT4	273.29	267.82	887.22	941.53
LPGAT1	195.09	197.21	296.57	331.82
LPHN1	684.49	681.72	3217.44	3317.05
LPHN2	134.54	159.88	173.21	151.25
LPHN3	8.41	8.12	312.77	306.03
LPIN1	312.81	317.32	568.22	534.67
LPIN2	299.36	288.11	558.25	534.67
LPIN3	148.84	146.89	22.43	25.8
LPL	42.04	34.9	257.94	245.06
LPO	2.52	3.25	1.25	2.35
LPP	291.79	357.09	152.02	166.5
LPPR1	16.82	20.29	44.86	58.63
LPPR2	319.54	375.76	1026.79	1054.09
LPPR3	166.5	143.65	336.45	350.58
LPPR4	3.36	7.3	282.87	343.55
LPPR5	1.68	4.06	43.61	42.21
LPXN	105.11	105.5	27.41	23.45
LQK1	25.23	20.29	7.48	11.73
LRAT	20.18	21.91	14.95	3.52
LRBA	292.63	302.72	108.41	125.46
LRCH1	126.13	110.37	223.05	234.5
LRCH2	18.5	17.04	42.37	49.25
LRCH3	55.5	61.68	52.34	56.28
LRCH4	442.31	457.72	395.01	362.31
LRDD	392.7	401.73	280.37	274.37
LRFN1	95.02	93.33	346.42	392.79
LRFN2	0.84	1.62	134.58	151.25
LRFN3	122.77	127.42	236.76	259.13
LRFN4	586.1	559.98	508.41	522.94
LRFN5	5.89	5.68	128.35	132.49
LRG1	48.77	54.38	8.72	4.69
LRGUK	3.36	6.49	1.25	4.69
LRIG1	248.91	245.91	1123.98	1169
LRIG2	63.91	77.91	42.37	62.14
LRIG3	79.04	57.62	19.94	21.11
LRIT1	1.68	1.62	1.25	1.17
LRIT2	1.68	1.62	2.49	3.52
LRIT3	2.52	0.81	2.49	3.52
LRMP	44.57	46.26	18.69	24.62
LRP1	2591.64	2632.73	6543.28	6968.26
LRP10	1120.07	1178.4	476.01	485.42
LRP11	318.7	279.18	426.17	474.87
LRP12	81.57	68.98	113.4	97.32
LRP1B	5.89	5.68	189.41	219.26
LRP2	12.61	15.42	292.83	267.33
LRP2BP	13.45	6.49	47.35	52.76
LRP3	366.63	338.42	1682.24	1815.05
LRP4	301.88	280.8	905.92	867.66
LRP5	1342.07	1285.52	140.81	140.7
LRP5L	74	69.79	28.66	22.28
LRP6	259	281.61	198.13	193.47
LRP8	317.02	329.5	231.78	264.99
LRPAP1	973.76	1019.33	1016.82	1136.17
LRPPRC	965.35	1013.65	706.54	668.33
LRRC1	79.04	73.04	51.09	48.07
LRRC10	1.68	0.81	1.25	1.17
LRRC10B	17.66	17.04	78.5	91.46
LRRC14	312.81	314.08	433.64	420.93
LRRC14B	2.52	2.43	7.48	3.52
LRRC15	259.84	224.8	1.25	1.17
LRRC16A	130.34	157.44	143.3	138.36
LRRC16B	5.89	9.74	225.54	234.5
LRRC17	18.5	29.22	6.23	7.04
LRRC2	6.73	0.81	44.86	48.07
LRRC20	205.18	238.6	404.98	438.52
LRRC23	48.77	49.51	135.83	141.87
LRRC25	2.52	2.43	9.97	14.07
LRRC26	232.09	241.85	21.18	24.62
LRRC27	29.43	34.09	79.75	79.73
LRRC28	35.32	46.26	32.4	41.04
LRRC29	10.93	17.04	21.18	26.97
LRRC3	63.07	52.75	8.72	5.86
LRRC32	13.45	16.23	221.81	240.37
LRRC33	196.77	213.44	32.4	18.76
LRRC34	13.45	7.3	12.46	11.73
LRRC36	3.36	4.06	3.74	2.35
LRRC37A2	8.41	12.99	8.72	4.69
LRRC37A3	8.41	5.68	21.18	19.93
LRRC37A4	26.07	28.4	48.6	38.69
LRRC37B	28.59	34.9	54.83	50.42
LRRC37B2	54.66	47.88	53.58	39.87
LRRC38	58.86	71.42	32.4	51.59
LRRC39	0.84	6.49	9.97	10.55
LRRC3B	0.84	0.81	113.4	79.73
LRRC4	11.77	17.04	781.31	791.45
LRRC40	68.11	86.84	43.61	69.18
LRRC41	618.06	676.85	472.27	519.42
LRRC42	191.72	192.34	44.86	46.9
LRRC43	5.05	2.43	14.95	18.76
LRRC45	288.43	290.54	196.88	199.33
LRRC46	10.09	10.55	18.69	14.07
LRRC47	495.29	495.87	772.58	817.24
LRRC48	10.93	7.3	43.61	52.76
LRRC49	17.66	17.04	81	79.73
