Probes	GSM36777	GSM36778	GSM36779	GSM36780	GSM36781	GSM36782	GSM36783	GSM36784	GSM36785
54987_at	8.166	7.9203	8.4045	7.9041	8.1991	8.4905	8.2492	8.3764	8.2596
54988_at	4.9896	5.1118	4.8803	4.9828	5.1205	4.9392	5.5372	5.1425	5.1926
5498_at	7.8751	7.4582	6.9328	7.0747	7.5327	7.6796	7.259	6.8019	6.8216
54991_at	5.9088	6.4151	5.9383	6.2111	6.5421	5.9646	5.8154	6.0051	5.7157
54993_at	5.1513	5.5778	5.2641	5.1958	5.4385	5.1749	5.467	5.4445	5.1288
54994_at	9.041	8.9921	8.2889	7.8291	8.1164	8.2739	8.7311	8.3363	7.8511
54995_at	7.2509	7.1037	7.344	6.887	7.0818	7.1161	7.7151	6.6438	6.9474
54996_at	5.9908	6.2285	7.1422	6.1706	5.3687	6.9629	7.1846	6.2046	6.7137
54997_at	5.7199	6.0468	6.2316	5.8982	6.3923	6.2182	5.8412	6.6157	5.6892
54998_at	8.8688	8.7484	9.7665	8.7802	9.4388	9.089	9.3495	9.2825	8.9167
5499_at	8.6862	6.7475	9.0862	9.3539	9.551	8.3489	9.0873	8.3774	9.3143
549_at	7.6067	6.8995	8.2757	7.2762	7.2956	8.1306	8.2477	7.5595	7.8869
54_at	8.5281	8.112	8.9949	8.2494	8.8725	7.6657	7.4694	8.2449	7.8
55000_at	8.1913	7.6429	8.484	8.7156	9.1977	8.3263	9.0367	7.8746	8.6364
55001_at	4.6779	5.1096	4.7079	4.9615	4.7649	4.627	4.6679	4.7883	4.666
55002_at	6.2408	5.1037	6.0338	6.2107	5.6787	6.1369	7.1168	6.4978	6.754
55003_at	5.3773	5.8522	4.6809	5.3195	5.473	4.8679	4.8953	5.002	4.9601
55005_at	5.7406	5.5248	6.3595	5.1298	5.3086	6.0398	7.05	6.0239	7.5712
55006_at	7.5976	7.0746	6.7289	7.5891	7.4606	7.3525	7.7252	7.324	6.9124
55007_at	5.2025	5.7731	5.1633	6.6821	7.3659	5.482	6.1856	5.5472	5.3219
55008_at	7.2327	7.1882	7.3431	6.8703	5.6842	6.1551	5.4942	6.8862	5.5918
55009_at	7.3052	7.4439	7.8173	6.7802	7.2003	6.6428	7.662	7.508	7.1966
5500_at	7.3757	7.0751	7.3199	7.2251	6.8803	7.5593	7.6025	7.1053	7.4559
55010_at	4.7614	5.0398	4.6961	4.9532	4.837	4.6028	4.531	4.746	4.7152
55011_at	9.0586	9.3123	9.4559	8.7219	8.6034	8.5772	8.7807	9.3084	8.3089
55012_at	6.388	5.9864	6.4133	5.5922	5.7468	6.6916	6.1383	6.5774	6.1265
55013_at	7.5873	7.8429	6.967	7.3891	7.1978	7.7196	7.6608	6.8141	7.6729
55014_at	5.2372	5.3881	5.4909	5.2786	5.4661	5.0574	5.3415	5.2338	5.3585
55015_at	5.4895	5.2128	5.216	4.9271	5.2253	5.2705	5.4693	5.0129	5.572
55016_at	4.3194	4.317	4.5712	4.4367	4.6525	4.5275	4.0553	4.2932	4.4668
55018_at	3.9982	4.3029	4.1851	4.3323	4.185	4.044	3.9654	4.0827	4.0471
5501_at	9.87	9.3239	9.4241	9.4088	9.4879	9.569	9.9968	9.7442	9.3679
55020_at	7.3209	8.1562	8.0459	7.765	7.8882	7.4612	7.9534	7.523	7.8124
55022_at	5.1368	4.7277	4.471	4.93	4.6849	5.6748	4.9828	5.518	5.0351
55023_at	8.0744	8.4541	8.107	8.2949	8.8786	8.1683	8.7622	8.0959	8.3224
55024_at	3.8507	4.1531	4.0546	4.724	4.6551	4.0168	4.1234	4.2817	3.7722
55025_at	4.6046	5.5394	5.031	4.8938	5.0354	4.6754	4.7621	5.1158	4.781
55026_at	3.7845	3.892	4.0132	3.911	3.7987	3.799	3.4464	3.7133	3.6241
55028_at	4.6908	4.7645	4.7888	4.7758	4.8535	4.7166	4.8665	4.7627	4.7287
5502_at	6.7336	5.6604	5.0081	6.7769	5.8265	6.6643	6.8121	5.6949	5.365
55030_at	8.3411	8.704	8.0051	8.2483	8.2784	8.5922	8.4358	7.5275	8.2689
55031_at	8.7888	8.9498	9.4498	9.1904	8.3992	8.5756	8.7146	8.4377	8.6491
55032_at	5.7093	5.7169	6.6185	5.0424	6.1821	5.9576	5.9309	5.2285	6.2384
55033_at	5.5737	5.2912	5.2847	5.3652	5.148	5.5763	4.9847	5.414	5.541
55034_at	6.2355	6.5358	5.7208	5.8444	5.4238	5.7835	6.1808	6.1575	6.0742
55035_at	8.2121	7.9078	7.5127	8.1428	7.9635	7.9985	8.4693	7.9916	7.3129
55036_at	4.8533	5.6177	4.9552	5.2624	4.9976	4.8639	4.8232	4.8918	4.8091
55037_at	7.8606	7.895	7.6393	7.8189	7.7869	7.5395	8.0296	7.9475	7.823
55038_at	7.6456	8.1069	7.5398	7.574	7.9159	7.6133	8.3545	8.1498	7.6999
55039_at	7.916	8.487	8.423	7.2267	8.0931	7.6156	7.4971	7.5761	7.1991
55040_at	6.7385	8.4926	6.5208	6.637	7.5476	6.2863	6.2506	7.7826	6.5003
55041_at	6.6956	6.6904	7.501	5.8637	5.9845	6.6681	6.8597	6.2684	6.689
55048_at	8.4608	10.1254	8.3952	8.5843	8.7707	8.5914	8.9064	8.6855	8.5321
55049_at	7.9844	8.6904	7.8655	7.9497	7.5547	7.7227	7.5651	7.608	7.4855
5504_at	7.0596	6.4814	7.4283	6.5987	6.9712	7.1611	6.9692	6.7726	8.0106
55052_at	8.7326	8.7724	9.3688	8.0463	8.1943	9.0332	9.0348	8.8132	8.7755
55055_at	5.4858	5.8318	5.1935	5.6921	5.5795	5.5842	5.5633	5.2933	6.6911
55056_at	4.0822	4.1942	4.1721	3.9207	4.0041	3.9962	3.9554	3.9977	4.0565
55057_at	5.1447	5.9409	5.3319	5.446	5.2963	5.1186	5.1557	5.3956	5.1893
55061_at	7.7028	7.196	6.6303	6.8085	8.3374	7.3366	6.5546	6.9196	6.4025
55062_at	7.7009	6.4181	6.9932	5.959	5.4006	7.4136	6.6875	8.6064	6.647
55063_at	6.5173	7.0081	6.3717	6.7426	6.7242	6.3643	6.3066	6.6813	6.3613
55065_at	4.7966	4.8343	4.7916	4.7276	4.5474	4.5363	4.5654	4.4958	4.627
55066_at	4.6555	5.2749	4.5401	4.9313	4.9087	4.7865	4.4777	5.0993	4.9495
55068_at	5.2959	5.5064	8.1413	5.0811	5.1878	5.5361	5.0001	5.6261	6.7017
55069_at	8.8148	8.2617	8.9037	9.2184	8.9607	9.0647	9.0641	8.7093	8.9442
5506_at	3.5738	3.7075	3.5461	3.7318	3.6972	3.6504	3.7058	3.7131	3.6467
55070_at	5.8959	6.2471	5.7469	5.3965	6.1261	6.3812	6.1638	5.7969	6.2975
55071_at	3.9234	4.3608	4.1679	4.1014	4.4188	4.1242	4.113	4.2038	4.401
55072_at	5.7336	5.927	6.293	6.2551	6.0976	5.2999	6.3045	5.4662	5.3802
55074_at	5.1168	4.1917	5.6768	4.4647	5.3552	5.3675	5.0989	4.4505	5.7557
55076_at	8.1973	8.051	6.9114	8.3401	6.5199	8.107	5.7463	7.5848	7.3625
55079_at	3.7194	3.8235	3.8633	3.8245	3.8936	3.7648	3.7331	3.8606	3.7746
5507_at	9.6337	7.2616	5.4523	6.5611	5.8019	8.9048	9.9545	6.5721	7.5401
55080_at	6.2304	6.0277	7.7938	6.8149	6.6499	6.3474	5.8813	6.1469	6.127
55081_at	7.1888	7.0625	6.4575	7.0934	5.9654	6.6365	6.6162	6.1146	6.2444
55082_at	9.0635	7.7124	8.3277	7.8625	9.2923	8.8932	8.9895	8.3633	8.3261
55083_at	5.3808	5.8064	5.1611	5.614	5.3047	5.358	5.0182	5.6592	5.6718
55084_at	5.8465	6.4275	4.9545	5.4762	5.1009	6.1517	5.1602	6.0708	5.7068
55086_at	3.9684	4.621	3.9653	4.0241	3.9281	4.168	3.9699	4.2717	3.8828
55088_at	4.3545	4.9364	4.3807	4.7757	4.4614	4.1906	4.2299	4.6913	4.5889
55089_at	3.51	3.7031	3.5031	3.5908	3.6207	3.4426	3.53	3.5944	3.5504
55090_at	6.678	6.4782	7.2054	6.8849	6.6788	6.657	6.4482	6.7947	6.548
55092_at	6.709	6.9061	6.6842	7.3835	6.9108	6.8108	6.5965	6.7099	6.963
55093_at	7.1408	7.1874	7.9245	6.7564	8.4322	7.2139	7.6253	7.0228	7.2116
55094_at	5.921	5.5737	5.5373	5.6168	5.249	5.613	5.7767	5.1266	4.9457
55095_at	6.4931	6.8297	6.5054	6.7045	6.6363	6.4788	6.443	6.9085	6.2618
55096_at	6.6379	7.0212	6.3003	6.6825	7.6277	6.5929	7.0967	6.9431	6.4714
5509_at	5.9806	5.8853	5.9463	5.2851	5.5298	5.5866	5.5155	5.5115	5.6249
550_at	8.5952	8.7035	8.9141	8.8091	8.606	8.0566	9.0058	8.5988	8.249
55100_at	7.5685	6.7169	7.0413	6.8656	6.7354	6.3559	6.8305	5.9857	6.6341
55101_at	8.147	7.8376	8.2081	8.2014	7.8549	8.0019	8.3542	8.1781	8.1381
55102_at	5.1428	4.9056	5.0583	4.5733	4.3269	4.7876	5.1932	4.4334	4.6507
55105_at	9.2903	8.2524	6.2741	6.9996	7.1833	7.7269	8.2669	6.3931	8.1245
55106_at	5.1	6.4854	5.1389	5.4766	5.5301	5.4979	5.1911	5.7285	5.474
55107_at	5.983	5.3637	4.7888	5.4471	6.3572	6.8043	6.1726	6.6958	5.5786
55108_at	7.3067	7.8952	8.3939	7.4068	7.3993	7.7348	8.4538	7.8607	7.6819
55109_at	7.2767	7.0089	6.6868	6.3232	6.1733	6.5912	6.6339	6.5178	7.2658
5510_at	7.8551	7.4781	8.4025	7.7038	7.4959	7.7242	7.9149	7.5194	8.1125
55110_at	6.9954	6.6496	6.3373	6.3621	6.0737	6.304	6.1799	6.0186	6.3475
55111_at	8.394	8.4656	8.2392	8.684	8.5472	8.4905	8.7449	8.7465	8.1779
55112_at	6.8253	6.983	6.9794	6.7763	6.8846	6.8732	7.2246	6.9226	6.2814
55114_at	8.2954	8.3011	7.9749	8.4846	8.711	8.0658	7.9654	7.9989	7.8229
55116_at	6.0951	6.0177	6.1579	5.8976	6.5096	6.1642	6.3071	6.2004	6.3068
55117_at	4.6229	5.2506	4.4916	4.6891	4.7043	4.6543	4.4471	4.7595	4.7494
55118_at	5.947	6.0372	6.017	6.4512	7.0769	6.5788	5.8522	6.3456	5.9278
55119_at	5.8662	5.8191	6.4315	5.5631	5.9789	5.7574	6.0562	5.95	6.1968
5511_at	8.3228	7.8547	8.3449	7.929	8.4394	8.3415	8.6554	8.2839	8.5956
55120_at	6.7649	7.1462	6.0123	5.8052	6.5733	6.4202	6.8835	6.439	6.4676
55124_at	4.7971	5.4764	5.045	4.9796	5.1101	4.9379	5.5825	5.4627	4.8544
55125_at	6.4627	7.1614	6.5161	6.1692	6.408	6.6671	7.2725	6.4091	6.5958
55127_at	7.868	7.6212	7.2789	7.3226	7.6498	8.2671	8.7601	7.2379	7.4684
55128_at	6.9337	5.982	5.7583	7.4481	6.0922	6.7686	6.6313	7.0865	6.238
55129_at	7.7861	7.3793	7.8849	7.8017	7.9665	7.4876	7.5965	7.4399	7.4712
55131_at	6.9723	7.5088	6.745	7.5601	7.6576	7.0229	7.1162	7.1605	6.8034
55133_at	6.6605	6.5043	6.867	6.6487	6.4076	6.5179	6.9408	6.4813	6.8343
55135_at	7.1338	7.3494	7.1903	7.2684	7.3237	7.0904	6.8924	7.1841	7.0436
55138_at	5.8189	6.1217	6.1037	5.979	5.6507	5.8491	5.8828	5.6978	6.3659
55139_at	6.7752	7.3827	6.7498	6.6819	7.1232	6.6252	7.3269	6.9918	6.6493
55140_at	6.577	5.9418	6.6367	5.9482	6.2564	6.2905	6.3777	6.2268	6.645
55142_at	5.8992	6.4738	5.9163	6.2855	6.5594	5.6311	5.8674	5.997	5.7784
55143_at	6.6242	7.2261	6.601	7.054	7.2874	6.9724	6.7725	7.2668	7.1277
55144_at	8.1052	8.3898	7.9537	8.2892	7.9581	7.9944	8.474	7.8832	8.0917
55145_at	6.1469	5.1268	5.8632	5.5216	5.0898	5.9088	6.0752	5.4953	6.0602
55146_at	7.4052	5.6359	7.8714	7.3185	7.0992	7.5263	8.2355	7.8303	6.628
55147_at	8.1007	7.229	8.2246	8.0906	8.3257	8.1578	8.361	8.2194	7.9392
55148_at	7.7911	7.5384	8.2844	7.344	7.7156	7.8407	8.2281	6.5505	8.024
55149_at	6.3697	5.6279	6.7246	6.3883	6.8989	6.5681	6.9261	6.2311	6.6078
5514_at	7.2143	7.1368	7.7412	7.7579	8.0368	7.2249	7.2818	7.2367	7.4726
55150_at	5.619	5.9153	5.9435	5.8553	5.7672	5.3471	5.6958	5.6885	5.4469
55151_at	4.1435	4.5235	4.0215	4.1781	4.175	4.3616	4.3578	4.2069	4.3418
55152_at	8.2426	7.9816	8.4848	8.0531	7.9608	8.3159	9.0319	8.1901	7.8991
55153_at	6.9789	7.7449	6.457	7.0794	7.6403	7.8976	7.5302	7.4523	7.4907
55156_at	6.9313	6.1046	6.9103	6.3545	6.8788	6.8318	7.096	6.0716	6.9658
55157_at	6.5245	6.8189	6.5261	6.4101	7.0305	6.4997	6.8988	6.5598	6.6868
55159_at	5.7778	5.7344	4.8526	5.9151	6.0091	4.9837	4.783	5.0461	5.0914
5515_at	9.7706	8.8115	9.5271	9.081	8.7882	9.2533	9.8482	8.9926	9.4727
55160_at	7.4132	7.7137	7.83	7.6145	7.6127	7.8568	7.4578	7.8091	7.1505
55161_at	6.8409	7.1497	7.0836	6.6346	6.5516	6.5505	6.9647	6.3351	7.4292
55163_at	7.0916	7.2735	7.2118	6.7369	6.4514	6.5721	7.0584	6.8409	6.6333
55164_at	7.7519	7.5394	7.2321	7.3453	7.5013	7.5515	7.4296	7.3329	7.6528
55165_at	5.0829	6.0525	4.7452	5.8341	6.5285	5.1438	5.3367	5.0654	6.2931
55166_at	3.8811	4.0312	3.6588	4.032	4.0149	3.8613	3.7343	3.9516	4.2677
55167_at	6.2462	6.0562	6.5336	6.3829	6.6748	6.641	6.6454	6.1429	6.5635
55168_at	7.4916	7.3626	7.8254	7.3467	7.1974	7.1622	7.2968	7.3954	7.3639
5516_at	4.9768	4.8591	5.1152	4.9672	4.8307	4.9947	5.1647	5.047	4.9767
55171_at	4.4836	5.1525	4.4255	4.5164	4.5699	4.5033	4.4842	4.2775	4.6451
55172_at	5.0267	4.608	5.2724	4.911	4.9781	5.0566	5.4291	4.9571	5.0289
55175_at	5.1482	5.6532	5.2527	5.3738	5.6154	5.1315	5.2337	5.4243	5.2617
55176_at	5.3005	6.078	5.5208	5.639	6.7782	5.2648	5.4836	5.5767	5.3206
55177_at	8.3068	8.5923	8.1639	8.3268	8.3	8.1808	8.5901	8.1404	8.4031
55178_at	7.3848	6.9525	7.3826	6.6674	6.4759	6.5705	6.5121	6.9832	6.738
55179_at	5.6245	5.7818	6.3719	4.8127	5.5646	6.1013	5.8581	5.1119	5.71
55181_at	7.4823	7.4474	7.2682	7.3619	7.5452	7.0522	7.2716	7.8423	7.0925
55182_at	7.5154	7.7244	7.8291	7.8249	7.8306	8.0086	8.1782	8.1113	8.1784
55183_at	5.1172	5.2766	5.1554	5.133	5.3519	5.049	5.3591	5.0419	5.398
55184_at	6.6167	6.6369	5.8765	5.6552	6.1093	5.9166	6.2582	6.0244	5.8092
55186_at	7.9747	7.9464	8.0239	7.2156	8.1295	7.2836	7.6089	7.0373	8.3866
55187_at	6.6646	7.2172	6.9467	6.9837	7.1515	7.0948	6.9734	7.1094	6.9491
55188_at	6.3885	6.104	6.5868	6.0765	6.5274	6.1553	6.4946	6.5086	6.5195
5518_at	8.8932	7.5547	9.7348	9.5535	9.3443	8.7493	8.9199	8.7989	9.0341
55190_at	6.7359	7.2431	6.143	6.4882	6.9457	6.7073	6.2604	6.9065	6.8452
55191_at	6.4764	7.23	6.583	7.2332	6.0617	6.1113	6.7493	6.4675	5.8557
55192_at	4.2689	3.8556	4.6795	4.1267	4.4406	4.3155	4.6367	4.1676	4.6834
55193_at	6.826	6.1603	7.092	7.1495	7.9239	6.5869	7.3582	7.2587	7.3248
55194_at	7.5009	6.5957	10.0213	6.7997	6.8143	8.4002	8.5347	8.8574	7.8149
55195_at	3.5037	3.5294	3.3716	3.5906	3.5288	3.4336	3.4656	3.4658	3.4895
55196_at	7.0316	6.002	6.7853	6.841	8.3887	7.6479	6.9231	7.5774	7.0047
55197_at	6.5548	6.5367	6.7115	6.4181	6.1755	6.4643	7.1162	6.4854	6.6032
55198_at	6.0687	4.7825	5.4904	6.1338	5.7768	6.5247	7.0751	5.7045	6.4298
5519_at	5.6195	5.9365	8.4325	5.8249	5.671	5.6211	6.0337	5.8486	5.8216
551_at	5.3349	5.7284	6.045	6.1322	6.2617	5.8284	6.0873	6.3725	5.6501
55200_at	5.5767	5.4762	5.5183	6.5831	6.259	5.7057	5.9683	5.8338	5.7622
55201_at	6.2732	6.7766	6.113	6.6321	6.636	6.0775	6.3125	6.1967	6.0737
55203_at	6.4583	7.0454	6.7026	6.5705	6.6739	6.8826	6.7193	7.1781	6.6384
55204_at	9.1115	8.1475	9.387	7.9912	7.6831	8.5844	9.4117	7.9077	9.0625
55206_at	4.1498	4.4245	4.6252	4.2996	4.2388	3.9298	4.1011	4.0813	4.1265
55207_at	9.4684	9.2153	9.8123	9.3597	8.945	9.5958	9.7399	9.4406	9.3605
55208_at	5.9189	6.4149	5.5463	5.5858	6.7561	5.8127	6.0426	6.2748	5.4908
55209_at	8.0306	8.1644	7.8508	8.7524	8.8875	8.5723	8.9722	8.5285	8.1348
5520_at	8.5989	7.2425	8.3656	7.6004	7.5587	8.6554	8.5444	8.2577	8.8356
55210_at	6.3945	6.9578	6.7918	7.0759	7.4531	6.5396	6.4955	6.9401	6.3503
55211_at	3.8684	4.3997	3.7943	4.0385	3.8781	3.7675	3.8186	3.9387	3.9496
55212_at	3.7186	3.9036	3.6497	3.9064	3.958	3.8231	3.8192	3.8611	3.9184
55213_at	6.6936	5.2503	6.0559	4.7261	4.8603	5.8317	6.1446	5.8476	6.0353
55214_at	6.1383	6.3653	6.5046	6.3256	5.8409	6.4404	5.6926	6.5276	6.6
55215_at	6.2044	6.9646	5.8257	7.3473	7.8917	6.24	6.4819	6.4688	6.4675
55216_at	7.5811	7.2234	6.7006	7.2845	6.9956	7.159	7.455	7.4457	7.4509
55218_at	7.1894	7.3247	7.4874	7.0922	6.9024	7.0143	7.3717	6.5036	7.0987
55219_at	5.7663	5.4965	6.3207	6.1031	5.8991	5.5688	5.7759	5.7426	5.7982
5521_at	4.2103	4.4991	4.4519	4.4751	4.6908	4.3931	4.2166	4.6908	4.3197
55220_at	5.639	6.3954	5.9167	5.775	6.0492	5.7359	5.8309	5.9679	5.6601
55222_at	5.805	6.1518	5.7279	6.1155	5.7426	5.9912	6.2513	6.0154	6.0154
55223_at	6.4337	7.2239	6.9096	7.1912	6.9618	6.6075	6.701	6.707	6.7485
55224_at	6.1367	6.7419	5.4262	6.6193	6.767	6.3435	6.3805	6.1528	5.9107
55226_at	8.2857	8.2656	8.4578	8.0573	8.179	8.0973	8.7487	8.4677	7.9006
55227_at	8.0699	8.3086	8.0616	8.7519	7.9855	8.0451	8.0314	8.639	8.764
55228_at	6.5072	6.2104	5.3082	6.9036	6.6607	6.9346	7.3392	5.7879	5.446
55229_at	6.0445	6.3243	6.7622	5.9743	6.5745	6.3909	6.4897	5.9874	6.0856
55231_at	6.4051	6.4338	6.4141	6.4037	6.7052	6.2895	6.5646	6.4912	6.4035
55233_at	8.0496	7.7855	7.7423	8.3567	8.1712	7.9732	8.1093	7.9495	8.296
55234_at	5.8177	6.6363	6.5445	6.4032	6.2686	5.6395	6.6787	6.0867	6.4815
55236_at	5.044	4.7808	5.3599	6.131	6.0725	5.5012	6.4905	4.8066	5.9339
55237_at	5.6319	6.3806	6.0294	6.259	6.2429	5.7233	5.6976	6.2643	5.7186
55238_at	6.709	7.0704	6.7945	7.0688	6.7916	6.5869	6.4879	6.8726	6.6695
55239_at	7.5425	7.05	8.2281	7.3989	7.8175	7.255	7.6434	7.5851	7.5576
5523_at	6.6421	6.9172	6.3847	6.7319	6.6884	6.6454	6.362	6.3703	6.5573
55240_at	7.5687	8.5291	7.0516	7.9542	8.7606	7.992	8.2875	7.4036	7.4101
55243_at	5.7922	6.1096	5.874	6.2839	5.7022	5.8612	5.8163	6.0459	6.083
55244_at	5.0912	5.5719	5.1022	5.3737	5.6136	4.9547	4.9584	5.1186	5.3087
55245_at	7.7993	7.4705	7.6088	6.9261	7.4224	7.5977	7.6542	7.5382	7.6827
55246_at	7.462	6.5312	7.6803	7.0959	6.5471	7.2086	7.2971	6.5472	6.9473
55247_at	4.701	5.3448	4.6623	4.9554	5.4775	4.9072	5.0146	5.4887	4.9997
55249_at	8.5628	8.6491	8.6165	7.8071	8.9736	8.972	9.0828	7.8518	8.5209
5524_at	8.8685	8.9573	8.8588	8.9415	9.1474	8.5639	9.0828	8.8309	8.8497
55251_at	8.815	6.1779	8.3784	6.6695	7.2898	8.1405	8.9271	8.1528	7.8057
55252_at	8.1972	8.2836	8.1553	8.1863	8.2194	8.4571	8.5045	8.2518	8.3376
55253_at	7.1421	8.0708	7.4446	7.4806	7.2583	7.5365	7.4498	7.7632	7.3613
55254_at	7.3729	6.9823	7.3048	7.0353	6.8352	7.3863	7.5065	6.8561	6.6133
55255_at	7.587	7.8827	6.9398	5.7995	6.3571	7.3159	6.6948	6.4239	6.8421
55256_at	7.7205	6.1476	8.2794	8.0307	8.4824	8.4006	8.8406	7.5145	8.2999
55257_at	6.7987	6.8067	5.3718	5.7075	7.0765	5.8218	5.318	5.8227	5.7012
55258_at	6.7875	7.2661	7.0609	6.2008	6.4227	6.8938	7.6242	6.9519	6.7177
55259_at	4.5823	4.3597	4.3523	3.8881	3.6968	4.1173	4.9907	3.9638	3.8331
5525_at	6.7669	6.9005	7.1589	6.2914	6.6342	6.9644	7.5043	6.4983	6.8903
55262_at	7.1713	7.4035	6.8961	7.5542	7.0196	7.1024	7.086	7.1235	6.764
55267_at	6.7536	7.5015	7.1166	7.204	6.9814	7.0571	6.6764	7.4438	7.305
55268_at	8.4457	8.0838	9.0702	8.3763	7.9371	9.1718	9.8588	9.231	9.4669
55269_at	7.0158	6.8454	6.6921	6.817	6.3372	7.0462	7.0495	7.0212	6.6139
5526_at	6.8173	6.7579	7.016	7.1253	7.5069	6.8256	7.0529	6.9412	6.7255
55270_at	7.5543	7.9171	6.9861	7.5838	7.1079	6.9542	7.1941	7.0268	7.7606
55272_at	8.0578	7.0901	8.9186	8.1314	7.7983	8.4228	8.9632	8.4687	8.553
55273_at	4.3654	4.3178	3.8445	3.9883	3.9601	4.4803	4.1452	4.3812	3.8696
55274_at	8.4118	8.5176	8.3959	8.3844	8.4805	8.1921	8.7603	8.3963	7.8853
55275_at	4.3307	4.7957	4.5369	4.7263	4.7351	4.4926	4.4826	4.728	4.4433
55277_at	6.5672	6.6809	6.5181	6.2998	5.8769	6.7463	7.0459	6.2798	6.5778
55278_at	6.0696	5.8656	6.1309	5.6587	5.9349	5.5897	6.3219	5.7591	5.8701
55279_at	6.3284	4.9975	6.3814	6.6916	6.6215	5.1552	5.9657	5.7298	6.5008
5527_at	7.8217	7.6993	7.9945	7.5452	6.9754	7.8198	8.0371	7.3533	7.7418
55280_at	6.5755	6.8717	6.7016	7.0197	6.7945	6.5248	6.6436	6.5225	7.0262
55281_at	6.9157	6.8055	6.6288	7.0532	7.3293	6.9885	6.556	7.1291	6.1225
55282_at	5.6579	5.9213	5.7008	5.8098	5.6619	5.6256	5.7891	5.8687	5.8324
55283_at	5.0071	5.2679	5.0052	4.8832	4.9131	4.8858	4.6915	4.8984	5.0293
55284_at	5.0132	4.8106	5.2977	5.4818	5.3611	4.5619	4.9444	4.8805	5.4966
55285_at	5.8553	5.7921	5.8431	5.4884	5.8248	5.5244	5.775	5.7092	5.5688
55286_at	5.6944	5.1008	7.8426	6.0624	4.664	4.9422	4.5076	5.9526	4.6778
55287_at	5.2217	5.513	4.9615	5.7858	4.9157	5.1034	4.8465	5.4138	5.0366
552889_at	8.4226	8.6784	8.3065	8.9973	8.4235	7.8358	8.311	8.1872	8.3553
55288_at	7.9624	8.8265	7.7473	7.1867	6.8286	7.4021	7.4301	7.0118	7.4761
5528_at	7.0506	7.4017	7.3085	7.1624	7.1703	7.264	7.2742	7.2885	7.1967
55290_at	7.323	7.6212	7.7456	7.5199	6.8419	7.5109	7.4266	7.6115	7.3027
55291_at	8.1615	8.4433	8.0618	8.4787	8.558	8.2756	8.3286	8.5923	8.1664
55293_at	5.2774	5.4053	5.2851	5.2025	5.0455	5.2437	5.3323	5.3235	5.5786
55294_at	6.2298	6.1806	6.1114	7.1788	7.1536	6.5076	6.2215	6.1666	5.9895
55295_at	5.8825	5.5185	5.9054	5.7027	5.7676	5.7828	5.8236	5.5618	5.9476
55296_at	6.3529	6.8238	6.234	5.36	5.9851	6.0828	6.6442	6.3246	6.2898
55297_at	6.2196	5.8712	6.8898	4.911	4.9676	5.5924	5.8862	5.9634	5.763
55298_at	6.7127	6.8984	6.5887	7.3906	7.1299	6.8863	6.7128	7.2077	6.4431
55299_at	6.141	5.8993	6.022	5.7124	6.7015	5.8552	6.0061	5.9218	5.8504
552_at	4.4739	4.8491	4.5183	4.5472	4.5793	4.4187	4.4477	4.5822	4.4962
55301_at	3.5321	3.6883	3.6094	3.807	3.7003	3.5409	3.6314	3.6845	3.5271
55303_at	7.0594	7.0153	7.1936	7.1855	8.2516	7.4071	6.596	6.9047	6.8979
55308_at	6.4106	6.4139	6.6553	6.6976	5.8987	6.1906	5.8709	6.2267	5.8529
5530_at	8.3414	7.528	8.688	7.4517	7.2111	8.0561	7.2541	7.6025	8.0794
553115_at	9.0206	9.2673	9.2834	8.8815	9.033	9.1619	9.5789	8.8048	9.3838
55311_at	7.6456	8.0283	7.6137	7.6609	7.6694	7.4768	7.6448	8.0011	7.2769
55312_at	6.6551	6.9031	8.2022	6.448	6.112	6.7849	6.5882	6.8871	6.7107
55313_at	3.7562	4.0816	3.9219	3.8472	3.9169	3.8217	3.8124	3.7725	3.8543
55314_at	3.5757	3.6493	4.0446	3.7474	3.707	3.5026	4.4539	3.583	4.4832
55315_at	7.8035	8.0349	7.7807	7.8857	7.7172	7.9205	7.3579	7.7712	8.4066
55316_at	8.3005	9.4184	8.4223	8.3498	8.7074	8.0456	8.2839	10.0707	7.9251
55317_at	6.9368	7.1961	6.7931	6.4349	6.6384	6.2022	5.9606	6.3697	6.5999
55319_at	3.769	3.7616	3.7757	3.3624	3.7585	4.0885	4.4437	3.8032	3.9536
5531_at	9.5177	8.6021	8.7959	9.5106	9.1709	8.7753	9.2108	8.5087	8.8872
55320_at	4.1303	4.2189	4.2123	4.454	4.3102	3.9111	3.9911	3.9639	4.832
55321_at	5.4026	5.7164	6.0182	6.3738	6.0435	5.4637	5.5448	5.8085	5.4166
55322_at	7.5043	7.5221	7.0192	6.5859	7.0677	7.073	7.4895	6.4332	7.021
55323_at	5.435	5.5285	5.779	5.1695	5.3545	5.9747	5.2793	5.8046	5.5446
55324_at	7.0147	6.8145	7.5707	7.8638	7.6434	7.0986	7.3477	7.1516	6.8671
55325_at	6.8831	6.8736	7.9008	6.0786	6.4129	7.426	7.1336	7.0824	7.3551
55326_at	7.9763	6.4385	7.6936	6.7459	7.6764	7.6672	8.7302	7.3382	7.0043
55327_at	4.6538	4.8897	4.8841	4.4262	4.1011	4.7493	5.04	4.7595	4.9809
55328_at	3.9478	4.3352	4.1258	4.262	4.1548	4.0341	4.1074	4.4291	4.0898
